season,week,game_id,team,opponent,is_home,plays,rush_att,pass_plays,run_share,points_for,points_against,margin,mean_score_diff
2024,14,2024_14_NYJ_MIA,MIA,NYJ,1,66,19,47,0.2879,32,26,6,-1.818
2024,14,2024_14_NYJ_MIA,NYJ,MIA,0,63,21,42,0.3333,26,32,-6,-0.651
2024,14,2024_14_SEA_ARI,ARI,SEA,1,63,23,40,0.3651,18,30,-12,-10.095
2024,14,2024_14_SEA_ARI,SEA,ARI,0,61,31,30,0.5082,30,18,12,6.246
2024,15,2024_15_ATL_LV,ATL,LV,0,57,37,20,0.6491,15,9,6,6.053
2024,15,2024_15_ATL_LV,LV,ATL,1,64,22,42,0.3438,9,15,-6,-6.625
2024,15,2024_15_BAL_NYG,BAL,NYG,0,58,30,28,0.5172,35,14,21,11.103
2024,15,2024_15_BAL_NYG,NYG,BAL,1,59,19,40,0.322,14,35,-21,-15.661
2024,15,2024_15_BUF_DET,BUF,DET,0,67,33,34,0.4925,48,42,6,8.701
2024,15,2024_15_BUF_DET,DET,BUF,1,75,15,60,0.2,42,48,-6,-13.333
2024,15,2024_15_CHI_MIN,CHI,MIN,0,63,28,35,0.4444,12,30,-18,-12.127
2024,15,2024_15_CHI_MIN,MIN,CHI,1,71,29,42,0.4085,30,12,18,10.93
2024,15,2024_15_CIN_TEN,CIN,TEN,0,63,26,37,0.4127,37,27,10,2.587
2024,15,2024_15_CIN_TEN,TEN,CIN,1,64,26,38,0.4062,27,37,-10,-8.844
2024,15,2024_15_DAL_CAR,CAR,DAL,1,50,16,34,0.32,14,30,-16,-9.9
2024,15,2024_15_DAL_CAR,DAL,CAR,0,68,39,29,0.5735,30,14,16,8.162
2024,15,2024_15_GB_SEA,GB,SEA,0,61,34,27,0.5574,30,13,17,10.131
2024,15,2024_15_GB_SEA,SEA,GB,1,56,16,40,0.2857,13,30,-17,-14.696
2024,15,2024_15_IND_DEN,DEN,IND,1,58,24,34,0.4138,31,13,18,-3.31
2024,15,2024_15_IND_DEN,IND,DEN,0,72,32,40,0.4444,13,31,-18,-1.014
2024,15,2024_15_KC_CLE,CLE,KC,1,59,20,39,0.339,7,21,-14,-12.814
2024,15,2024_15_KC_CLE,KC,CLE,0,73,33,40,0.4521,21,7,14,11.411
2024,15,2024_15_LA_SF,LA,SF,0,65,38,27,0.5846,12,6,6,-1.338
2024,15,2024_15_LA_SF,SF,LA,1,53,19,34,0.3585,6,12,-6,0.509
2024,15,2024_15_MIA_HOU,HOU,MIA,1,46,16,30,0.3478,20,12,8,4.543
2024,15,2024_15_MIA_HOU,MIA,HOU,0,62,19,43,0.3065,12,20,-8,-6.5
2024,15,2024_15_NE_ARI,ARI,NE,1,63,31,32,0.4921,30,17,13,9.349
2024,15,2024_15_NE_ARI,NE,ARI,0,49,24,25,0.4898,17,30,-13,-11.592
2024,15,2024_15_NYJ_JAX,JAX,NYJ,1,78,29,49,0.3718,25,32,-7,0.179
2024,15,2024_15_NYJ_JAX,NYJ,JAX,0,54,22,32,0.4074,32,25,7,-3.426
2024,15,2024_15_PIT_PHI,PHI,PIT,1,74,39,35,0.527,27,13,14,6.716
2024,15,2024_15_PIT_PHI,PIT,PHI,0,41,17,24,0.4146,13,27,-14,-8.683
2024,15,2024_15_TB_LAC,LAC,TB,1,48,11,37,0.2292,17,40,-23,-5.917
2024,15,2024_15_TB_LAC,TB,LAC,0,67,39,28,0.5821,40,17,23,4.284
2024,15,2024_15_WAS_NO,NO,WAS,1,51,16,35,0.3137,19,20,-1,-10.176
2024,15,2024_15_WAS_NO,WAS,NO,0,74,35,39,0.473,20,19,1,8.189
2024,16,2024_16_ARI_CAR,ARI,CAR,0,64,29,35,0.4531,30,36,-6,-6.734
2024,16,2024_16_ARI_CAR,CAR,ARI,1,64,35,29,0.5469,36,30,6,2.922
2024,16,2024_16_CLE_CIN,CIN,CLE,1,55,21,34,0.3818,24,6,18,9.055
2024,16,2024_16_CLE_CIN,CLE,CIN,0,63,24,39,0.381,6,24,-18,-11.397
2024,16,2024_16_DEN_LAC,DEN,LAC,0,63,21,42,0.3333,27,34,-7,1.73
2024,16,2024_16_DEN_LAC,LAC,DEN,1,60,26,34,0.4333,34,27,7,-5.35
2024,16,2024_16_DET_CHI,CHI,DET,1,59,17,42,0.2881,17,34,-17,-16.237
2024,16,2024_16_DET_CHI,DET,CHI,0,64,31,33,0.4844,34,17,17,11.25
2024,16,2024_16_HOU_KC,HOU,KC,0,58,17,41,0.2931,19,27,-8,-5.276
2024,16,2024_16_HOU_KC,KC,HOU,1,68,26,42,0.3824,27,19,8,2.103
2024,16,2024_16_JAX_LV,JAX,LV,0,61,21,40,0.3443,14,19,-5,-3.508
2024,16,2024_16_JAX_LV,LV,JAX,1,65,24,41,0.3692,19,14,5,1.923
2024,16,2024_16_LA_NYJ,LA,NYJ,0,47,28,19,0.5957,19,9,10,-1.043
2024,16,2024_16_LA_NYJ,NYJ,LA,1,63,20,43,0.3175,9,19,-10,-0.984
2024,16,2024_16_MIN_SEA,MIN,SEA,0,59,21,38,0.3559,27,24,3,2.034
2024,16,2024_16_MIN_SEA,SEA,MIN,1,60,15,45,0.25,24,27,-3,-4.517
2024,16,2024_16_NE_BUF,BUF,NE,1,58,28,30,0.4828,24,21,3,-2.534
2024,16,2024_16_NE_BUF,NE,BUF,0,68,30,38,0.4412,21,24,-3,0.206
2024,16,2024_16_NO_GB,GB,NO,1,67,37,30,0.5522,34,0,34,14.985
2024,16,2024_16_NO_GB,NO,GB,0,53,20,33,0.3774,0,34,-34,-22.17
2024,16,2024_16_NYG_ATL,ATL,NYG,1,63,36,27,0.5714,34,7,27,10.46
2024,16,2024_16_NYG_ATL,NYG,ATL,0,55,13,42,0.2364,7,34,-27,-11.4
2024,16,2024_16_PHI_WAS,PHI,WAS,0,71,39,32,0.5493,33,36,-3,5.831
2024,16,2024_16_PHI_WAS,WAS,PHI,1,64,25,39,0.3906,36,33,3,-9.484
2024,16,2024_16_PIT_BAL,BAL,PIT,1,59,35,24,0.5932,34,17,17,4.39
2024,16,2024_16_PIT_BAL,PIT,BAL,0,59,24,35,0.4068,17,34,-17,-8.085
2024,16,2024_16_SF_MIA,MIA,SF,1,63,29,34,0.4603,29,17,12,1.111
2024,16,2024_16_SF_MIA,SF,MIA,0,59,18,41,0.3051,17,29,-12,-5.186
2024,16,2024_16_TB_DAL,DAL,TB,1,53,17,36,0.3208,26,24,2,5.321
2024,16,2024_16_TB_DAL,TB,DAL,0,70,23,47,0.3286,24,26,-2,-8.914
2024,16,2024_16_TEN_IND,IND,TEN,1,62,50,12,0.8065,38,30,8,8.677
2024,16,2024_16_TEN_IND,TEN,IND,0,58,22,36,0.3793,30,38,-8,-12.672
2024,17,2024_17_ARI_LA,ARI,LA,0,74,22,52,0.2973,9,13,-4,-3.838
2024,17,2024_17_ARI_LA,LA,ARI,1,53,21,32,0.3962,13,9,4,1.755
2024,17,2024_17_ATL_WAS,ATL,WAS,0,60,23,37,0.3833,24,30,-6,-2.0
2024,17,2024_17_ATL_WAS,WAS,ATL,1,76,35,41,0.4605,30,24,6,-2.421
2024,17,2024_17_BAL_HOU,BAL,HOU,0,61,43,18,0.7049,31,2,29,16.262
2024,17,2024_17_BAL_HOU,HOU,BAL,1,54,17,37,0.3148,2,31,-29,-16.907
2024,17,2024_17_CAR_TB,CAR,TB,0,46,13,33,0.2826,14,48,-34,-18.717
2024,17,2024_17_CAR_TB,TB,CAR,1,71,37,34,0.5211,48,14,34,12.366
2024,17,2024_17_DAL_PHI,DAL,PHI,0,60,30,30,0.5,7,41,-34,-14.933
2024,17,2024_17_DAL_PHI,PHI,DAL,1,59,40,19,0.678,41,7,34,12.678
2024,17,2024_17_DEN_CIN,CIN,DEN,1,83,27,56,0.3253,30,24,6,-0.783
2024,17,2024_17_DEN_CIN,DEN,CIN,0,60,27,33,0.45,24,30,-6,-2.867
2024,17,2024_17_DET_SF,DET,SF,0,67,30,37,0.4478,40,34,6,-4.612
2024,17,2024_17_DET_SF,SF,DET,1,59,18,41,0.3051,34,40,-6,-1.949
2024,17,2024_17_GB_MIN,GB,MIN,0,58,24,34,0.4138,25,27,-2,-8.948
2024,17,2024_17_GB_MIN,MIN,GB,1,67,23,44,0.3433,27,25,2,6.0
2024,17,2024_17_IND_NYG,IND,NYG,0,74,33,41,0.4459,33,45,-12,-8.284
2024,17,2024_17_IND_NYG,NYG,IND,1,49,26,23,0.5306,45,33,12,4.449
2024,17,2024_17_KC_PIT,KC,PIT,0,59,20,39,0.339,29,10,19,7.814
2024,17,2024_17_KC_PIT,PIT,KC,1,73,31,42,0.4247,10,29,-19,-12.164
2024,17,2024_17_LAC_NE,LAC,NE,0,77,37,40,0.4805,40,7,33,12.429
2024,17,2024_17_LAC_NE,NE,LAC,1,48,20,28,0.4167,7,40,-33,-20.458
2024,17,2024_17_LV_NO,LV,NO,0,72,36,36,0.5,25,10,15,3.569
2024,17,2024_17_LV_NO,NO,LV,1,53,13,40,0.2453,10,25,-15,-7.453
2024,17,2024_17_MIA_CLE,CLE,MIA,1,76,28,48,0.3684,3,20,-17,-7.263
2024,17,2024_17_MIA_CLE,MIA,CLE,0,55,26,29,0.4727,20,3,17,4.327
2024,17,2024_17_NYJ_BUF,BUF,NYJ,1,60,32,28,0.5333,40,14,26,11.767
2024,17,2024_17_NYJ_BUF,NYJ,BUF,0,59,21,38,0.3559,14,40,-26,-21.542
2024,17,2024_17_SEA_CHI,CHI,SEA,1,58,23,35,0.3966,3,6,-3,-3.0
2024,17,2024_17_SEA_CHI,SEA,CHI,0,50,24,26,0.48,6,3,3,1.98
2024,17,2024_17_TEN_JAX,JAX,TEN,1,56,32,24,0.5714,20,13,7,4.161
2024,17,2024_17_TEN_JAX,TEN,JAX,0,64,30,34,0.4688,13,20,-7,-7.969
2024,18,2024_18_BUF_NE,BUF,NE,0,65,33,32,0.5077,16,23,-7,-4.723
2024,18,2024_18_BUF_NE,NE,BUF,1,58,27,31,0.4655,23,16,7,0.897
2024,18,2024_18_CAR_ATL,ATL,CAR,1,77,38,39,0.4935,38,44,-6,-3.182
2024,18,2024_18_CAR_ATL,CAR,ATL,0,64,29,35,0.4531,44,38,6,-1.094
2024,18,2024_18_CHI_GB,CHI,GB,0,56,26,30,0.4643,24,22,2,1.929
2024,18,2024_18_CHI_GB,GB,CHI,1,62,33,29,0.5323,22,24,-2,-4.129
2024,18,2024_18_CIN_PIT,CIN,PIT,0,70,20,50,0.2857,19,17,2,4.914
2024,18,2024_18_CIN_PIT,PIT,CIN,1,58,23,35,0.3966,17,19,-2,-7.052
2024,18,2024_18_CLE_BAL,BAL,CLE,1,66,35,31,0.5303,35,10,25,11.333
2024,18,2024_18_CLE_BAL,CLE,BAL,0,54,18,36,0.3333,10,35,-25,-13.37
2024,18,2024_18_HOU_TEN,HOU,TEN,0,57,28,29,0.4912,23,14,9,8.947
2024,18,2024_18_HOU_TEN,TEN,HOU,1,61,32,29,0.5246,14,23,-9,-13.18
2024,18,2024_18_JAX_IND,IND,JAX,1,77,34,43,0.4416,26,23,3,2.247
2024,18,2024_18_JAX_IND,JAX,IND,0,66,32,34,0.4848,23,26,-3,-5.515
2024,18,2024_18_KC_DEN,DEN,KC,1,71,42,29,0.5915,38,0,38,19.479
2024,18,2024_18_KC_DEN,KC,DEN,0,33,11,22,0.3333,0,38,-38,-23.818
2024,18,2024_18_LAC_LV,LAC,LV,0,71,34,37,0.4789,34,20,14,2.225
2024,18,2024_18_LAC_LV,LV,LAC,1,47,11,36,0.234,20,34,-14,-8.34
2024,18,2024_18_MIA_NYJ,MIA,NYJ,0,68,23,45,0.3382,20,32,-12,-6.221
2024,18,2024_18_MIA_NYJ,NYJ,MIA,1,63,23,40,0.3651,32,20,12,2.143
2024,18,2024_18_MIN_DET,DET,MIN,1,66,31,35,0.4697,31,9,22,6.03
2024,18,2024_18_MIN_DET,MIN,DET,0,61,18,43,0.2951,9,31,-22,-7.508
2024,18,2024_18_NO_TB,NO,TB,0,63,19,44,0.3016,19,27,-8,1.27
2024,18,2024_18_NO_TB,TB,NO,1,63,30,33,0.4762,27,19,8,-5.111
2024,18,2024_18_NYG_PHI,NYG,PHI,0,54,25,29,0.463,13,20,-7,-7.407
2024,18,2024_18_NYG_PHI,PHI,NYG,1,67,24,43,0.3582,20,13,7,6.358
2024,18,2024_18_SEA_LA,LA,SEA,1,66,21,45,0.3182,25,30,-5,-5.621
2024,18,2024_18_SEA_LA,SEA,LA,0,53,23,30,0.434,30,25,5,2.0
2024,18,2024_18_SF_ARI,ARI,SF,1,63,28,35,0.4444,47,24,23,2.635
2024,18,2024_18_SF_ARI,SF,ARI,0,71,27,44,0.3803,24,47,-23,-6.493
2024,18,2024_18_WAS_DAL,DAL,WAS,1,75,39,36,0.52,19,23,-4,1.427
2024,18,2024_18_WAS_DAL,WAS,DAL,0,54,17,37,0.3148,23,19,4,-3.667
2025,1,2025_01_ARI_NO,ARI,NO,0,61,27,34,0.4426,20,13,7,3.902
2025,1,2025_01_ARI_NO,NO,ARI,1,67,22,45,0.3284,13,20,-7,-6.806
2025,1,2025_01_BAL_BUF,BAL,BUF,0,50,29,21,0.58,40,41,-1,2.78
2025,1,2025_01_BAL_BUF,BUF,BAL,1,77,28,49,0.3636,41,40,1,-9.312
2025,1,2025_01_CAR_JAX,CAR,JAX,0,60,24,36,0.4,10,26,-16,-12.317
2025,1,2025_01_CAR_JAX,JAX,CAR,1,60,30,30,0.5,26,10,16,9.217
2025,1,2025_01_CIN_CLE,CIN,CLE,0,49,23,26,0.4694,17,16,1,0.041
2025,1,2025_01_CIN_CLE,CLE,CIN,1,71,24,47,0.338,16,17,-1,-3.62
2025,1,2025_01_DAL_PHI,DAL,PHI,0,55,22,33,0.4,20,24,-4,-2.255
2025,1,2025_01_DAL_PHI,PHI,DAL,1,59,35,24,0.5932,24,20,4,-1.508
2025,1,2025_01_DET_GB,DET,GB,0,64,21,43,0.3281,13,27,-14,-14.031
2025,1,2025_01_DET_GB,GB,DET,1,46,24,22,0.5217,27,13,14,8.152
2025,1,2025_01_HOU_LA,HOU,LA,0,57,27,30,0.4737,9,14,-5,-1.719
2025,1,2025_01_HOU_LA,LA,HOU,1,55,23,32,0.4182,14,9,5,0.436
2025,1,2025_01_KC_LAC,KC,LAC,0,58,17,41,0.2931,21,27,-6,-7.914
2025,1,2025_01_KC_LAC,LAC,KC,1,59,22,37,0.3729,27,21,6,3.949
2025,1,2025_01_LV_NE,LV,NE,0,60,23,37,0.3833,20,13,7,3.45
2025,1,2025_01_LV_NE,NE,LV,1,68,18,50,0.2647,13,20,-7,-4.176
2025,1,2025_01_MIA_IND,IND,MIA,1,70,40,30,0.5714,33,8,25,13.729
2025,1,2025_01_MIA_IND,MIA,IND,0,47,12,35,0.2553,8,33,-25,-20.66
2025,1,2025_01_MIN_CHI,CHI,MIN,1,63,26,37,0.4127,24,27,-3,3.54
2025,1,2025_01_MIN_CHI,MIN,CHI,0,51,26,25,0.5098,27,24,3,-4.333
2025,1,2025_01_NYG_WAS,NYG,WAS,0,62,23,39,0.371,6,21,-15,-9.694
2025,1,2025_01_NYG_WAS,WAS,NYG,1,62,29,33,0.4677,21,6,15,6.968
2025,1,2025_01_PIT_NYJ,NYJ,PIT,1,64,40,24,0.625,32,34,-2,-0.359
2025,1,2025_01_PIT_NYJ,PIT,NYJ,0,53,19,34,0.3585,34,32,2,-4.642
2025,1,2025_01_SF_SEA,SEA,SF,1,49,26,23,0.5306,13,17,-4,-1.347
2025,1,2025_01_SF_SEA,SF,SEA,0,70,34,36,0.4857,17,13,4,-1.5
2025,1,2025_01_TB_ATL,ATL,TB,1,70,27,43,0.3857,20,23,-3,-1.514
2025,1,2025_01_TB_ATL,TB,ATL,0,55,22,33,0.4,23,20,3,-2.655
2025,1,2025_01_TEN_DEN,DEN,TEN,1,69,28,41,0.4058,20,12,8,0.797
2025,1,2025_01_TEN_DEN,TEN,DEN,0,55,21,34,0.3818,12,20,-8,-1.6
2025,2,2025_02_ATL_MIN,ATL,MIN,0,62,38,24,0.6129,22,6,16,5.129
2025,2,2025_02_ATL_MIN,MIN,ATL,1,46,19,27,0.413,6,22,-16,-6.413
2025,2,2025_02_BUF_NYJ,BUF,NYJ,0,67,39,28,0.5821,30,10,20,13.597
2025,2,2025_02_BUF_NYJ,NYJ,BUF,1,47,21,26,0.4468,10,30,-20,-19.745
2025,2,2025_02_CAR_ARI,ARI,CAR,1,47,21,26,0.4468,27,22,5,11.723
2025,2,2025_02_CAR_ARI,CAR,ARI,0,78,20,58,0.2564,22,27,-5,-12.949
2025,2,2025_02_CHI_DET,CHI,DET,0,64,27,37,0.4219,21,52,-31,-17.0
2025,2,2025_02_CHI_DET,DET,CHI,1,58,30,28,0.5172,52,21,31,11.483
2025,2,2025_02_CLE_BAL,BAL,CLE,1,50,18,32,0.36,41,17,24,7.0
2025,2,2025_02_CLE_BAL,CLE,BAL,0,72,22,50,0.3056,17,41,-24,-13.361
2025,2,2025_02_DEN_IND,DEN,IND,0,54,24,30,0.4444,28,29,-1,0.481
2025,2,2025_02_DEN_IND,IND,DEN,1,67,32,35,0.4776,29,28,1,-3.776
2025,2,2025_02_JAX_CIN,CIN,JAX,1,65,17,48,0.2615,31,27,4,-5.277
2025,2,2025_02_JAX_CIN,JAX,CIN,0,70,27,43,0.3857,27,31,-4,2.143
2025,2,2025_02_LAC_LV,LAC,LV,0,53,24,29,0.4528,20,9,11,7.038
2025,2,2025_02_LAC_LV,LV,LAC,1,65,19,46,0.2923,9,20,-11,-8.785
2025,2,2025_02_LA_TEN,LA,TEN,0,57,23,34,0.4035,33,19,14,3.579
2025,2,2025_02_LA_TEN,TEN,LA,1,64,26,38,0.4062,19,33,-14,-7.031
2025,2,2025_02_NE_MIA,MIA,NE,1,52,15,37,0.2885,27,33,-6,-4.538
2025,2,2025_02_NE_MIA,NE,MIA,0,53,27,26,0.5094,33,27,6,2.509
2025,2,2025_02_NYG_DAL,DAL,NYG,1,83,28,55,0.3373,40,37,3,-3.12
2025,2,2025_02_NYG_DAL,NYG,DAL,0,65,21,44,0.3231,37,40,-3,0.231
2025,2,2025_02_PHI_KC,KC,PHI,1,57,26,31,0.4561,17,20,-3,-4.035
2025,2,2025_02_PHI_KC,PHI,KC,0,56,32,24,0.5714,20,17,3,1.875
2025,2,2025_02_SEA_PIT,PIT,SEA,1,59,21,38,0.3559,17,31,-14,-4.424
2025,2,2025_02_SEA_PIT,SEA,PIT,0,64,29,35,0.4531,31,17,14,0.375
2025,2,2025_02_SF_NO,NO,SF,1,67,30,37,0.4478,21,26,-5,-7.209
2025,2,2025_02_SF_NO,SF,NO,0,64,23,41,0.3594,26,21,5,3.719
2025,2,2025_02_TB_HOU,HOU,TB,1,46,18,28,0.3913,19,20,-1,-2.63
2025,2,2025_02_TB_HOU,TB,HOU,0,73,30,43,0.411,20,19,1,-0.219
2025,2,2025_02_WAS_GB,GB,WAS,1,61,28,33,0.459,27,18,9,6.869
2025,2,2025_02_WAS_GB,WAS,GB,0,65,19,46,0.2923,18,27,-9,-11.908
2025,3,2025_03_ARI_SF,ARI,SF,0,64,28,36,0.4375,15,16,-1,-0.984
2025,3,2025_03_ARI_SF,SF,ARI,1,60,19,41,0.3167,16,15,1,-0.383
2025,3,2025_03_ATL_CAR,ATL,CAR,0,66,23,43,0.3485,0,30,-30,-14.485
2025,3,2025_03_ATL_CAR,CAR,ATL,1,54,29,25,0.537,30,0,30,12.148
2025,3,2025_03_CIN_MIN,CIN,MIN,0,52,21,31,0.4038,10,48,-38,-24.154
2025,3,2025_03_CIN_MIN,MIN,CIN,1,58,31,27,0.5345,48,10,38,23.655
2025,3,2025_03_DAL_CHI,CHI,DAL,1,55,27,28,0.4909,31,14,17,7.436
2025,3,2025_03_DAL_CHI,DAL,CHI,0,68,20,48,0.2941,14,31,-17,-11.647
2025,3,2025_03_DEN_LAC,DEN,LAC,0,47,20,27,0.4255,20,23,-3,-0.979
2025,3,2025_03_DEN_LAC,LAC,DEN,1,80,28,52,0.35,23,20,3,-1.412
2025,3,2025_03_DET_BAL,BAL,DET,1,55,19,36,0.3455,30,38,-8,-5.564
2025,3,2025_03_DET_BAL,DET,BAL,0,65,37,28,0.5692,38,30,8,0.692
2025,3,2025_03_GB_CLE,CLE,GB,1,56,19,37,0.3393,13,10,3,-5.196
2025,3,2025_03_GB_CLE,GB,CLE,0,60,30,30,0.5,10,13,-3,3.3
2025,3,2025_03_HOU_JAX,HOU,JAX,0,57,18,39,0.3158,10,17,-7,-4.842
2025,3,2025_03_HOU_JAX,JAX,HOU,1,65,23,42,0.3538,17,10,7,3.138
2025,3,2025_03_IND_TEN,IND,TEN,0,50,25,25,0.5,41,20,21,11.04
2025,3,2025_03_IND_TEN,TEN,IND,1,65,23,42,0.3538,20,41,-21,-15.6
2025,3,2025_03_KC_NYG,KC,NYG,0,64,25,39,0.3906,22,9,13,4.078
2025,3,2025_03_KC_NYG,NYG,KC,1,61,27,34,0.4426,9,22,-13,-7.361
2025,3,2025_03_LA_PHI,LA,PHI,0,65,31,34,0.4769,26,33,-7,2.523
2025,3,2025_03_LA_PHI,PHI,LA,1,63,26,37,0.4127,33,26,7,-6.683
2025,3,2025_03_LV_WAS,LV,WAS,0,64,29,35,0.4531,24,41,-17,-13.297
2025,3,2025_03_LV_WAS,WAS,LV,1,53,32,21,0.6038,41,24,17,8.925
2025,3,2025_03_MIA_BUF,BUF,MIA,1,57,27,30,0.4737,31,21,10,1.842
2025,3,2025_03_MIA_BUF,MIA,BUF,0,59,25,34,0.4237,21,31,-10,-5.61
2025,3,2025_03_NO_SEA,NO,SEA,0,70,27,43,0.3857,13,44,-31,-25.943
2025,3,2025_03_NO_SEA,SEA,NO,1,53,32,21,0.6038,44,13,31,26.623
2025,3,2025_03_NYJ_TB,NYJ,TB,0,61,22,39,0.3607,27,29,-2,-9.148
2025,3,2025_03_NYJ_TB,TB,NYJ,1,63,33,30,0.5238,29,27,2,5.905
2025,3,2025_03_PIT_NE,NE,PIT,1,71,29,42,0.4085,14,21,-7,-6.803
2025,3,2025_03_PIT_NE,PIT,NE,0,46,23,23,0.5,21,14,7,3.652
2025,4,2025_04_BAL_KC,BAL,KC,0,53,17,36,0.3208,20,37,-17,-10.604
2025,4,2025_04_BAL_KC,KC,BAL,1,68,30,38,0.4412,37,20,17,7.529
2025,4,2025_04_CAR_NE,CAR,NE,0,65,28,37,0.4308,13,42,-29,-18.231
2025,4,2025_04_CAR_NE,NE,CAR,1,45,26,19,0.5778,42,13,29,16.711
2025,4,2025_04_CHI_LV,CHI,LV,0,64,25,39,0.3906,25,24,1,-3.828
2025,4,2025_04_CHI_LV,LV,CHI,1,51,31,20,0.6078,24,25,-1,0.059
2025,4,2025_04_CIN_DEN,CIN,DEN,0,42,14,28,0.3333,3,28,-25,-9.119
2025,4,2025_04_CIN_DEN,DEN,CIN,1,77,35,42,0.4545,28,3,25,11.636
2025,4,2025_04_CLE_DET,CLE,DET,0,64,26,38,0.4062,10,34,-24,-8.594
2025,4,2025_04_CLE_DET,DET,CLE,1,54,27,27,0.5,34,10,24,7.944
2025,4,2025_04_GB_DAL,DAL,GB,1,67,26,41,0.3881,40,40,0,-4.761
2025,4,2025_04_GB_DAL,GB,DAL,0,78,34,44,0.4359,40,40,0,0.615
2025,4,2025_04_IND_LA,IND,LA,0,55,20,35,0.3636,20,27,-7,-1.036
2025,4,2025_04_IND_LA,LA,IND,1,67,24,43,0.3582,27,20,7,-2.134
2025,4,2025_04_JAX_SF,JAX,SF,0,60,29,31,0.4833,26,21,5,4.017
2025,4,2025_04_JAX_SF,SF,JAX,1,64,24,40,0.375,21,26,-5,-7.219
2025,4,2025_04_LAC_NYG,LAC,NYG,0,57,14,43,0.2456,18,21,-3,-6.228
2025,4,2025_04_LAC_NYG,NYG,LAC,1,70,43,27,0.6143,21,18,3,4.014
2025,4,2025_04_MIN_PIT,MIN,PIT,0,72,20,52,0.2778,21,24,-3,-8.806
2025,4,2025_04_MIN_PIT,PIT,MIN,1,51,27,24,0.5294,24,21,3,7.176
2025,4,2025_04_NO_BUF,BUF,NO,1,54,29,25,0.537,31,19,12,4.093
2025,4,2025_04_NO_BUF,NO,BUF,0,66,35,31,0.5303,19,31,-12,-7.333
2025,4,2025_04_NYJ_MIA,MIA,NYJ,1,56,31,25,0.5536,27,21,6,6.0
2025,4,2025_04_NYJ_MIA,NYJ,MIA,0,58,29,29,0.5,21,27,-6,-9.948
2025,4,2025_04_PHI_TB,PHI,TB,0,58,32,26,0.5517,31,25,6,11.983
2025,4,2025_04_PHI_TB,TB,PHI,1,67,26,41,0.3881,25,31,-6,-11.448
2025,4,2025_04_SEA_ARI,ARI,SEA,1,64,17,47,0.2656,20,23,-3,-7.281
2025,4,2025_04_SEA_ARI,SEA,ARI,0,64,35,29,0.5469,23,20,3,5.828
2025,4,2025_04_TEN_HOU,HOU,TEN,1,66,35,31,0.5303,26,0,26,6.97
2025,4,2025_04_TEN_HOU,TEN,HOU,0,45,18,27,0.4,0,26,-26,-9.356
2025,4,2025_04_WAS_ATL,ATL,WAS,1,61,34,27,0.5574,34,27,7,5.049
2025,4,2025_04_WAS_ATL,WAS,ATL,0,51,22,29,0.4314,27,34,-7,-10.039
2025,5,2025_05_DAL_NYJ,DAL,NYJ,0,56,26,30,0.4643,37,22,15,10.214
2025,5,2025_05_DAL_NYJ,NYJ,DAL,1,73,21,52,0.2877,22,37,-15,-14.781
2025,5,2025_05_DEN_PHI,DEN,PHI,0,71,29,42,0.4085,21,17,4,-5.986
2025,5,2025_05_DEN_PHI,PHI,DEN,1,54,10,44,0.1852,17,21,-4,3.037
2025,5,2025_05_DET_CIN,CIN,DET,1,58,16,42,0.2759,24,37,-13,-15.569
2025,5,2025_05_DET_CIN,DET,CIN,0,59,31,28,0.5254,37,24,13,10.051
2025,5,2025_05_HOU_BAL,BAL,HOU,1,40,19,21,0.475,10,44,-34,-20.05
2025,5,2025_05_HOU_BAL,HOU,BAL,0,64,31,33,0.4844,44,10,34,17.031
2025,5,2025_05_KC_JAX,JAX,KC,1,54,26,28,0.4815,31,28,3,-6.093
2025,5,2025_05_KC_JAX,KC,JAX,0,63,22,41,0.3492,28,31,-3,-0.651
2025,5,2025_05_LV_IND,IND,LV,1,61,26,35,0.4262,40,6,34,13.0
2025,5,2025_05_LV_IND,LV,IND,0,65,25,40,0.3846,6,40,-34,-19.462
2025,5,2025_05_MIA_CAR,CAR,MIA,1,62,30,32,0.4839,27,24,3,-7.468
2025,5,2025_05_MIA_CAR,MIA,CAR,0,53,14,39,0.2642,24,27,-3,3.094
2025,5,2025_05_MIN_CLE,CLE,MIN,1,66,32,34,0.4848,17,21,-4,-0.273
2025,5,2025_05_MIN_CLE,MIN,CLE,0,60,22,38,0.3667,21,17,4,-2.633
2025,5,2025_05_NE_BUF,BUF,NE,1,61,29,32,0.4754,20,23,-3,-3.131
2025,5,2025_05_NE_BUF,NE,BUF,0,56,22,34,0.3929,23,20,3,0.393
2025,5,2025_05_NYG_NO,NO,NYG,1,61,29,32,0.4754,26,14,12,-1.148
2025,5,2025_05_NYG_NO,NYG,NO,0,69,29,40,0.4203,14,26,-12,-3.565
2025,5,2025_05_SF_LA,LA,SF,1,63,16,47,0.254,23,26,-3,-8.302
2025,5,2025_05_SF_LA,SF,LA,0,82,33,49,0.4024,26,23,3,5.122
2025,5,2025_05_TB_SEA,SEA,TB,1,54,20,34,0.3704,35,38,-3,-6.204
2025,5,2025_05_TB_SEA,TB,SEA,0,58,23,35,0.3966,38,35,3,0.828
2025,5,2025_05_TEN_ARI,ARI,TEN,1,64,29,35,0.4531,21,22,-1,9.984
