season,game_id,team,state,plays,rush_att
2022,2022_11_CAR_BAL,CAR,tied,27,12
2022,2022_11_CHI_ATL,ATL,down 1-8,5,2
2022,2022_11_CHI_ATL,ATL,tied,41,26
2022,2022_11_CHI_ATL,ATL,up 1-8,2,2
2022,2022_11_CHI_ATL,CHI,down 1-8,23,14
2022,2022_11_CHI_ATL,CHI,tied,27,15
2022,2022_11_CHI_ATL,CHI,up 1-8,16,12
2022,2022_11_CIN_PIT,CIN,down 1-8,11,3
2022,2022_11_CIN_PIT,CIN,tied,29,9
2022,2022_11_CIN_PIT,CIN,up 1-8,20,7
2022,2022_11_CIN_PIT,CIN,up 9+,3,3
2022,2022_11_CIN_PIT,PIT,down 9+,13,1
2022,2022_11_CIN_PIT,PIT,down 1-8,42,20
2022,2022_11_CIN_PIT,PIT,tied,7,1
2022,2022_11_CIN_PIT,PIT,up 1-8,6,2
2022,2022_11_CLE_BUF,BUF,down 1-8,30,13
2022,2022_11_CLE_BUF,BUF,up 1-8,11,5
2022,2022_11_CLE_BUF,BUF,up 9+,21,15
2022,2022_11_CLE_BUF,CLE,down 9+,25,5
2022,2022_11_CLE_BUF,CLE,down 1-8,8,4
2022,2022_11_CLE_BUF,CLE,tied,9,5
2022,2022_11_CLE_BUF,CLE,up 1-8,25,11
2022,2022_11_DAL_MIN,DAL,tied,16,9
2022,2022_11_DAL_MIN,DAL,up 1-8,13,10
2022,2022_11_DAL_MIN,DAL,up 9+,41,21
2022,2022_11_DAL_MIN,MIN,down 9+,37,9
2022,2022_11_DAL_MIN,MIN,down 1-8,14,6
2022,2022_11_DAL_MIN,MIN,tied,3,2
2022,2022_11_DET_NYG,DET,down 1-8,12,5
2022,2022_11_DET_NYG,DET,tied,10,5
2022,2022_11_DET_NYG,DET,up 1-8,7,4
2022,2022_11_DET_NYG,DET,up 9+,31,20
2022,2022_11_DET_NYG,NYG,down 9+,43,10
2022,2022_11_DET_NYG,NYG,down 1-8,17,9
2022,2022_11_DET_NYG,NYG,tied,3,1
2022,2022_11_DET_NYG,NYG,up 1-8,10,6
2022,2022_11_KC_LAC,KC,down 1-8,42,18
2022,2022_11_KC_LAC,KC,tied,10,3
2022,2022_11_KC_LAC,KC,up 1-8,9,5
2022,2022_11_KC_LAC,LAC,down 1-8,41,18
2022,2022_11_KC_LAC,LAC,up 1-8,24,12
2022,2022_11_LA_NO,LA,down 9+,24,12
2022,2022_11_LA_NO,LA,down 1-8,26,12
2022,2022_11_LA_NO,LA,tied,8,5
2022,2022_11_LA_NO,LA,up 1-8,3,1
2022,2022_11_LA_NO,NO,down 1-8,21,9
2022,2022_11_LA_NO,NO,tied,11,4
2022,2022_11_LA_NO,NO,up 1-8,16,5
2022,2022_11_LA_NO,NO,up 9+,6,4
2022,2022_11_LV_DEN,DEN,tied,31,14
2022,2022_11_LV_DEN,DEN,up 1-8,31,14
2022,2022_11_LV_DEN,LV,down 9+,8,4
2022,2022_11_LV_DEN,LV,down 1-8,37,15
2022,2022_11_LV_DEN,LV,tied,17,5
2022,2022_11_NYJ_NE,NE,tied,59,26
2022,2022_11_NYJ_NE,NYJ,down 1-8,8,4
2022,2022_11_NYJ_NE,NYJ,tied,41,19
2022,2022_11_PHI_IND,IND,down 1-8,6,0
2022,2022_11_PHI_IND,IND,tied,10,8
2022,2022_11_PHI_IND,IND,up 1-8,35,14
2022,2022_11_PHI_IND,IND,up 9+,11,4
2022,2022_11_PHI_IND,PHI,down 9+,17,8
2022,2022_11_PHI_IND,PHI,down 1-8,42,23
2022,2022_11_SF_ARI,ARI,down 9+,41,12
2022,2022_11_SF_ARI,ARI,down 1-8,11,4
2022,2022_11_SF_ARI,ARI,tied,13,6
2022,2022_11_SF_ARI,ARI,up 1-8,6,2
2022,2022_11_SF_ARI,SF,down 1-8,13,5
2022,2022_11_SF_ARI,SF,tied,3,1
2022,2022_11_SF_ARI,SF,up 1-8,20,8
2022,2022_11_SF_ARI,SF,up 9+,19,12
2022,2022_11_TEN_GB,GB,down 9+,27,5
2022,2022_11_TEN_GB,GB,down 1-8,33,14
2022,2022_11_TEN_GB,TEN,tied,8,3
2022,2022_11_TEN_GB,TEN,up 1-8,41,19
2022,2022_11_TEN_GB,TEN,up 9+,12,7
2022,2022_11_WAS_HOU,HOU,down 9+,39,9
2022,2022_11_WAS_HOU,HOU,down 1-8,12,6
2022,2022_11_WAS_HOU,HOU,tied,2,0
2022,2022_11_WAS_HOU,WAS,tied,3,1
2022,2022_11_WAS_HOU,WAS,up 1-8,19,11
2022,2022_11_WAS_HOU,WAS,up 9+,45,28
2022,2022_12_ATL_WAS,ATL,down 1-8,35,19
2022,2022_12_ATL_WAS,ATL,tied,20,10
2022,2022_12_ATL_WAS,WAS,down 1-8,20,10
2022,2022_12_ATL_WAS,WAS,tied,18,13
2022,2022_12_ATL_WAS,WAS,up 1-8,21,13
2022,2022_12_BAL_JAX,BAL,down 1-8,27,13
2022,2022_12_BAL_JAX,BAL,tied,10,3
2022,2022_12_BAL_JAX,BAL,up 1-8,31,18
2022,2022_12_BAL_JAX,JAX,down 9+,14,4
2022,2022_12_BAL_JAX,JAX,down 1-8,45,16
2022,2022_12_BAL_JAX,JAX,up 1-8,3,0
2022,2022_12_BUF_DET,BUF,down 1-8,32,14
2022,2022_12_BUF_DET,BUF,tied,25,10
2022,2022_12_BUF_DET,BUF,up 1-8,17,5
2022,2022_12_BUF_DET,DET,down 1-8,40,18
2022,2022_12_BUF_DET,DET,tied,22,10
2022,2022_12_BUF_DET,DET,up 1-8,6,1
2022,2022_12_CHI_NYJ,CHI,down 9+,25,13
2022,2022_12_CHI_NYJ,CHI,down 1-8,27,12
2022,2022_12_CHI_NYJ,CHI,up 1-8,3,3
2022,2022_12_CHI_NYJ,NYJ,down 1-8,14,6
2022,2022_12_CHI_NYJ,NYJ,tied,9,2
2022,2022_12_CHI_NYJ,NYJ,up 1-8,20,10
2022,2022_12_CHI_NYJ,NYJ,up 9+,17,12
2022,2022_12_CIN_TEN,CIN,down 1-8,18,8
2022,2022_12_CIN_TEN,CIN,tied,35,10
2022,2022_12_CIN_TEN,CIN,up 1-8,9,6
2022,2022_12_CIN_TEN,TEN,down 1-8,15,8
2022,2022_12_CIN_TEN,TEN,tied,38,11
2022,2022_12_CIN_TEN,TEN,up 1-8,3,2
2022,2022_12_DEN_CAR,CAR,tied,18,10
2022,2022_12_DEN_CAR,CAR,up 1-8,25,18
2022,2022_12_DEN_CAR,CAR,up 9+,21,17
2022,2022_12_DEN_CAR,DEN,down 9+,27,6
2022,2022_12_DEN_CAR,DEN,down 1-8,24,11
2022,2022_12_DEN_CAR,DEN,tied,6,2
2022,2022_12_GB_PHI,GB,down 9+,23,10
2022,2022_12_GB_PHI,GB,down 1-8,20,8
2022,2022_12_GB_PHI,GB,tied,5,2
2022,2022_12_GB_PHI,PHI,down 1-8,7,5
2022,2022_12_GB_PHI,PHI,tied,22,8
2022,2022_12_GB_PHI,PHI,up 1-8,36,27
2022,2022_12_GB_PHI,PHI,up 9+,13,8
2022,2022_12_HOU_MIA,HOU,down 9+,53,12
2022,2022_12_HOU_MIA,HOU,down 1-8,4,1
2022,2022_12_HOU_MIA,HOU,tied,3,2
2022,2022_12_HOU_MIA,MIA,tied,8,1
2022,2022_12_HOU_MIA,MIA,up 1-8,8,3
2022,2022_12_HOU_MIA,MIA,up 9+,52,19
2022,2022_12_LAC_ARI,ARI,down 1-8,16,8
2022,2022_12_LAC_ARI,ARI,tied,24,12
2022,2022_12_LAC_ARI,ARI,up 1-8,24,14
2022,2022_12_LAC_ARI,LAC,down 9+,11,3
2022,2022_12_LAC_ARI,LAC,down 1-8,44,6
2022,2022_12_LAC_ARI,LAC,tied,9,3
2022,2022_12_LA_KC,KC,tied,14,5
2022,2022_12_LA_KC,KC,up 1-8,23,5
2022,2022_12_LA_KC,KC,up 9+,35,20
2022,2022_12_LA_KC,LA,down 9+,29,10
2022,2022_12_LA_KC,LA,down 1-8,19,14
2022,2022_12_LA_KC,LA,tied,6,3
2022,2022_12_LV_SEA,LV,down 1-8,40,17
2022,2022_12_LV_SEA,LV,tied,24,15
2022,2022_12_LV_SEA,LV,up 1-8,13,8
2022,2022_12_LV_SEA,SEA,down 1-8,17,6
2022,2022_12_LV_SEA,SEA,tied,38,13
2022,2022_12_LV_SEA,SEA,up 1-8,7,3
2022,2022_12_NE_MIN,MIN,down 1-8,35,13
2022,2022_12_NE_MIN,MIN,tied,21,7
2022,2022_12_NE_MIN,MIN,up 1-8,9,6
2022,2022_12_NE_MIN,NE,down 1-8,25,3
2022,2022_12_NE_MIN,NE,tied,29,10
2022,2022_12_NO_SF,NO,down 9+,34,14
2022,2022_12_NO_SF,NO,down 1-8,15,5
2022,2022_12_NO_SF,NO,tied,4,3
2022,2022_12_NO_SF,SF,tied,10,4
2022,2022_12_NO_SF,SF,up 1-8,32,9
2022,2022_12_NO_SF,SF,up 9+,23,14
2022,2022_12_NYG_DAL,DAL,down 1-8,42,24
2022,2022_12_NYG_DAL,DAL,tied,5,2
2022,2022_12_NYG_DAL,DAL,up 1-8,16,7
2022,2022_12_NYG_DAL,DAL,up 9+,5,5
2022,2022_12_NYG_DAL,NYG,down 9+,16,4
2022,2022_12_NYG_DAL,NYG,down 1-8,20,12
2022,2022_12_NYG_DAL,NYG,tied,8,0
2022,2022_12_NYG_DAL,NYG,up 1-8,12,5
2022,2022_12_PIT_IND,IND,down 9+,18,8
2022,2022_12_PIT_IND,IND,down 1-8,44,17
2022,2022_12_PIT_IND,PIT,down 1-8,11,4
2022,2022_12_PIT_IND,PIT,tied,9,4
2022,2022_12_PIT_IND,PIT,up 1-8,36,22
2022,2022_12_PIT_IND,PIT,up 9+,11,5
2022,2022_12_TB_CLE,CLE,down 1-8,30,12
2022,2022_12_TB_CLE,CLE,tied,29,14
2022,2022_12_TB_CLE,CLE,up 1-8,16,8
2022,2022_12_TB_CLE,TB,down 1-8,24,9
2022,2022_12_TB_CLE,TB,tied,27,5
2022,2022_12_TB_CLE,TB,up 1-8,15,6
2022,2022_13_BUF_NE,BUF,down 1-8,9,6
2022,2022_13_BUF_NE,BUF,tied,8,2
2022,2022_13_BUF_NE,BUF,up 1-8,14,8
2022,2022_13_BUF_NE,BUF,up 9+,37,17
2022,2022_13_BUF_NE,NE,down 9+,40,9
2022,2022_13_BUF_NE,NE,down 1-8,8,3
2022,2022_13_BUF_NE,NE,tied,3,2
2022,2022_13_CLE_HOU,CLE,down 1-8,18,10
2022,2022_13_CLE_HOU,CLE,tied,5,2
2022,2022_13_CLE_HOU,CLE,up 1-8,29,17
2022,2022_13_CLE_HOU,CLE,up 9+,6,6
2022,2022_13_CLE_HOU,HOU,down 9+,20,5
2022,2022_13_CLE_HOU,HOU,down 1-8,12,4
2022,2022_13_CLE_HOU,HOU,tied,12,6
2022,2022_13_CLE_HOU,HOU,up 1-8,18,7
2022,2022_13_DEN_BAL,BAL,down 1-8,65,27
2022,2022_13_DEN_BAL,BAL,tied,3,1
2022,2022_13_DEN_BAL,DEN,down 1-8,3,2
2022,2022_13_DEN_BAL,DEN,tied,20,10
2022,2022_13_DEN_BAL,DEN,up 1-8,29,16
2022,2022_13_GB_CHI,CHI,down 9+,5,0
2022,2022_13_GB_CHI,CHI,down 1-8,5,1
2022,2022_13_GB_CHI,CHI,tied,10,7
2022,2022_13_GB_CHI,CHI,up 1-8,29,16
2022,2022_13_GB_CHI,GB,down 9+,29,15
2022,2022_13_GB_CHI,GB,down 1-8,29,13
2022,2022_13_GB_CHI,GB,up 1-8,4,2
2022,2022_13_IND_DAL,DAL,down 1-8,24,14
2022,2022_13_IND_DAL,DAL,tied,3,1
2022,2022_13_IND_DAL,DAL,up 1-8,27,9
2022,2022_13_IND_DAL,DAL,up 9+,12,10
2022,2022_13_IND_DAL,IND,down 9+,20,4
2022,2022_13_IND_DAL,IND,down 1-8,41,19
2022,2022_13_IND_DAL,IND,tied,5,4
2022,2022_13_IND_DAL,IND,up 1-8,3,1
2022,2022_13_JAX_DET,DET,tied,7,3
2022,2022_13_JAX_DET,DET,up 1-8,7,2
2022,2022_13_JAX_DET,DET,up 9+,58,24
2022,2022_13_JAX_DET,JAX,down 9+,45,14
2022,2022_13_JAX_DET,JAX,down 1-8,9,3
2022,2022_13_JAX_DET,JAX,tied,2,2
2022,2022_13_KC_CIN,CIN,down 1-8,25,10
2022,2022_13_KC_CIN,CIN,tied,11,5
2022,2022_13_KC_CIN,CIN,up 1-8,25,15
2022,2022_13_KC_CIN,CIN,up 9+,3,2
2022,2022_13_KC_CIN,KC,down 9+,17,8
2022,2022_13_KC_CIN,KC,down 1-8,27,12
2022,2022_13_KC_CIN,KC,tied,8,4
2022,2022_13_KC_CIN,KC,up 1-8,2,1
2022,2022_13_LAC_LV,LAC,down 9+,16,4
2022,2022_13_LAC_LV,LAC,down 1-8,18,4
2022,2022_13_LAC_LV,LAC,tied,22,7
2022,2022_13_LAC_LV,LAC,up 1-8,17,6
2022,2022_13_LAC_LV,LV,down 9+,8,3
2022,2022_13_LAC_LV,LV,down 1-8,15,6
2022,2022_13_LAC_LV,LV,tied,9,3
2022,2022_13_LAC_LV,LV,up 1-8,14,8
2022,2022_13_LAC_LV,LV,up 9+,13,9
2022,2022_13_MIA_SF,MIA,down 9+,7,0
2022,2022_13_MIA_SF,MIA,down 1-8,27,6
2022,2022_13_MIA_SF,MIA,tied,8,1
2022,2022_13_MIA_SF,MIA,up 1-8,3,1
2022,2022_13_MIA_SF,SF,down 1-8,17,8
2022,2022_13_MIA_SF,SF,tied,20,5
2022,2022_13_MIA_SF,SF,up 1-8,36,17
2022,2022_13_MIA_SF,SF,up 9+,3,1
2022,2022_13_NO_TB,NO,down 1-8,17,8
2022,2022_13_NO_TB,NO,up 1-8,25,10
2022,2022_13_NO_TB,NO,up 9+,14,7
2022,2022_13_NO_TB,TB,down 9+,21,3
2022,2022_13_NO_TB,TB,down 1-8,28,6
2022,2022_13_NO_TB,TB,tied,15,7
2022,2022_13_NO_TB,TB,up 1-8,10,3
2022,2022_13_NYJ_MIN,MIN,tied,22,10
2022,2022_13_NYJ_MIN,MIN,up 1-8,27,10
2022,2022_13_NYJ_MIN,MIN,up 9+,15,7
2022,2022_13_NYJ_MIN,NYJ,down 9+,34,12
2022,2022_13_NYJ_MIN,NYJ,down 1-8,40,9
2022,2022_13_NYJ_MIN,NYJ,tied,9,3
2022,2022_13_PIT_ATL,ATL,down 9+,23,12
2022,2022_13_PIT_ATL,ATL,down 1-8,30,16
2022,2022_13_PIT_ATL,PIT,tied,15,7
2022,2022_13_PIT_ATL,PIT,up 1-8,35,20
2022,2022_13_PIT_ATL,PIT,up 9+,14,9
2022,2022_13_SEA_LA,LA,down 1-8,42,23
2022,2022_13_SEA_LA,LA,tied,16,7
2022,2022_13_SEA_LA,LA,up 1-8,5,3
2022,2022_13_SEA_LA,SEA,down 1-8,30,7
2022,2022_13_SEA_LA,SEA,up 1-8,34,14
2022,2022_13_TEN_PHI,PHI,tied,14,2
2022,2022_13_TEN_PHI,PHI,up 1-8,16,5
2022,2022_13_TEN_PHI,PHI,up 9+,37,17
2022,2022_13_TEN_PHI,TEN,down 9+,28,11
2022,2022_13_TEN_PHI,TEN,down 1-8,25,10
2022,2022_13_WAS_NYG,NYG,down 9+,7,4
2022,2022_13_WAS_NYG,NYG,down 1-8,19,11
2022,2022_13_WAS_NYG,NYG,tied,26,10
2022,2022_13_WAS_NYG,NYG,up 1-8,10,4
2022,2022_13_WAS_NYG,WAS,down 1-8,33,13
2022,2022_13_WAS_NYG,WAS,tied,37,17
2022,2022_13_WAS_NYG,WAS,up 1-8,11,5
2022,2022_14_BAL_PIT,BAL,tied,13,7
2022,2022_14_BAL_PIT,BAL,up 1-8,44,31
2022,2022_14_BAL_PIT,PIT,down 9+,10,2
2022,2022_14_BAL_PIT,PIT,down 1-8,38,14
2022,2022_14_BAL_PIT,PIT,tied,5,4
2022,2022_14_CAR_SEA,CAR,tied,12,8
2022,2022_14_CAR_SEA,CAR,up 1-8,29,16
