season,team,game_number,game_pk,date,opponent,home,runs_for,runs_against,won
2023,Kansas City Royals,13,718595,2023-04-12,Texas Rangers,0,10,1,1
2023,Kansas City Royals,14,718579,2023-04-14,Atlanta Braves,1,3,10,0
2023,Kansas City Royals,15,718563,2023-04-15,Atlanta Braves,1,3,9,0
2023,Kansas City Royals,16,718551,2023-04-16,Atlanta Braves,1,4,5,0
2023,Kansas City Royals,17,718539,2023-04-17,Texas Rangers,1,0,4,0
2023,Kansas City Royals,18,718522,2023-04-18,Texas Rangers,1,2,12,0
2023,Kansas City Royals,19,718514,2023-04-19,Texas Rangers,1,3,12,0
2023,Kansas City Royals,20,718485,2023-04-21,Los Angeles Angels,0,0,2,0
2023,Kansas City Royals,21,718466,2023-04-22,Los Angeles Angels,0,11,8,1
2023,Kansas City Royals,22,718452,2023-04-23,Los Angeles Angels,0,3,4,0
2023,Kansas City Royals,23,718438,2023-04-24,Arizona Diamondbacks,0,4,5,0
2023,Kansas City Royals,24,718422,2023-04-25,Arizona Diamondbacks,0,5,4,1
2023,Kansas City Royals,25,718418,2023-04-26,Arizona Diamondbacks,0,0,2,0
2023,Kansas City Royals,26,718400,2023-04-27,Minnesota Twins,0,1,7,0
2023,Kansas City Royals,27,718387,2023-04-28,Minnesota Twins,0,6,8,0
2023,Kansas City Royals,28,718378,2023-04-29,Minnesota Twins,0,3,2,1
2023,Kansas City Royals,29,718362,2023-04-30,Minnesota Twins,0,4,8,0
2023,Kansas City Royals,30,718336,2023-05-02,Baltimore Orioles,1,7,11,0
2023,Kansas City Royals,31,718314,2023-05-03,Baltimore Orioles,1,6,0,1
2023,Kansas City Royals,32,718312,2023-05-04,Baltimore Orioles,1,10,13,0
2023,Kansas City Royals,33,718299,2023-05-05,Oakland Athletics,1,8,12,0
2023,Kansas City Royals,34,718280,2023-05-06,Oakland Athletics,1,4,5,0
2023,Kansas City Royals,35,718268,2023-05-07,Oakland Athletics,1,5,1,1
2023,Kansas City Royals,36,718253,2023-05-08,Chicago White Sox,1,12,5,1
2023,Kansas City Royals,37,718238,2023-05-09,Chicago White Sox,1,2,4,0
2023,Kansas City Royals,38,718222,2023-05-10,Chicago White Sox,1,9,1,1
2023,Kansas City Royals,39,718218,2023-05-11,Chicago White Sox,1,4,3,1
2023,Kansas City Royals,40,718204,2023-05-12,Milwaukee Brewers,0,1,5,0
2023,Kansas City Royals,41,718183,2023-05-13,Milwaukee Brewers,0,3,4,0
2023,Kansas City Royals,42,718177,2023-05-14,Milwaukee Brewers,0,6,9,0
2023,Kansas City Royals,43,718162,2023-05-15,San Diego Padres,0,0,4,0
2023,Kansas City Royals,44,718144,2023-05-16,San Diego Padres,0,5,4,1
2023,Kansas City Royals,45,718140,2023-05-17,San Diego Padres,0,4,3,1
2023,Kansas City Royals,46,718111,2023-05-19,Chicago White Sox,0,0,2,0
2023,Kansas City Royals,47,718104,2023-05-20,Chicago White Sox,0,1,5,0
2023,Kansas City Royals,48,718084,2023-05-21,Chicago White Sox,0,2,5,0
2023,Kansas City Royals,49,718066,2023-05-22,Detroit Tigers,1,5,8,0
2023,Kansas City Royals,50,718049,2023-05-23,Detroit Tigers,1,4,1,1
2023,Kansas City Royals,51,718039,2023-05-24,Detroit Tigers,1,4,6,0
2023,Kansas City Royals,52,718014,2023-05-26,Washington Nationals,1,10,12,0
2023,Kansas City Royals,53,718000,2023-05-27,Washington Nationals,1,2,4,0
2023,Kansas City Royals,54,717985,2023-05-28,Washington Nationals,1,3,2,1
2023,Kansas City Royals,55,717975,2023-05-29,St. Louis Cardinals,0,7,0,1
2023,Kansas City Royals,56,717960,2023-05-30,St. Louis Cardinals,0,1,2,0
2023,Kansas City Royals,57,717923,2023-06-02,Colorado Rockies,1,2,7,0
2023,Kansas City Royals,58,717909,2023-06-03,Colorado Rockies,1,4,6,0
2023,Kansas City Royals,59,717893,2023-06-04,Colorado Rockies,1,2,0,1
2023,Kansas City Royals,60,717887,2023-06-05,Miami Marlins,0,6,9,0
2023,Kansas City Royals,61,717876,2023-06-06,Miami Marlins,0,1,6,0
2023,Kansas City Royals,62,717860,2023-06-07,Miami Marlins,0,1,6,0
2023,Kansas City Royals,63,717839,2023-06-09,Baltimore Orioles,0,2,3,0
2023,Kansas City Royals,64,717818,2023-06-10,Baltimore Orioles,0,1,6,0
2023,Kansas City Royals,65,717808,2023-06-11,Baltimore Orioles,0,3,11,0
2023,Kansas City Royals,66,717793,2023-06-12,Cincinnati Reds,1,4,5,0
2023,Kansas City Royals,67,717777,2023-06-13,Cincinnati Reds,1,4,5,0
2023,Kansas City Royals,68,717764,2023-06-14,Cincinnati Reds,1,4,7,0
2023,Kansas City Royals,69,717736,2023-06-16,Los Angeles Angels,1,0,3,0
2023,Kansas City Royals,70,717726,2023-06-17,Los Angeles Angels,1,10,9,1
2023,Kansas City Royals,71,717712,2023-06-18,Los Angeles Angels,1,2,5,0
2023,Kansas City Royals,72,717692,2023-06-19,Detroit Tigers,0,4,6,0
2023,Kansas City Royals,73,717681,2023-06-20,Detroit Tigers,0,1,0,1
2023,Kansas City Royals,74,717668,2023-06-21,Detroit Tigers,0,4,9,0
2023,Kansas City Royals,75,717659,2023-06-22,Tampa Bay Rays,0,6,5,1
2023,Kansas City Royals,76,717649,2023-06-23,Tampa Bay Rays,0,3,11,0
2023,Kansas City Royals,77,717632,2023-06-24,Tampa Bay Rays,0,9,4,1
2023,Kansas City Royals,78,717619,2023-06-25,Tampa Bay Rays,0,1,3,0
2023,Kansas City Royals,79,717591,2023-06-27,Cleveland Guardians,1,1,2,0
2023,Kansas City Royals,80,717577,2023-06-28,Cleveland Guardians,1,1,14,0
2023,Kansas City Royals,81,717573,2023-06-29,Cleveland Guardians,1,4,3,1
2023,Kansas City Royals,82,717553,2023-06-30,Los Angeles Dodgers,1,3,9,0
2023,Kansas City Royals,83,717537,2023-07-01,Los Angeles Dodgers,1,6,4,1
2023,Kansas City Royals,84,717527,2023-07-02,Los Angeles Dodgers,1,9,1,1
2023,Kansas City Royals,85,717510,2023-07-03,Minnesota Twins,0,4,8,0
2023,Kansas City Royals,86,717500,2023-07-04,Minnesota Twins,0,3,9,0
2023,Kansas City Royals,87,717482,2023-07-05,Minnesota Twins,0,0,5,0
2023,Kansas City Royals,88,717469,2023-07-06,Cleveland Guardians,0,1,6,0
2023,Kansas City Royals,89,717463,2023-07-07,Cleveland Guardians,0,0,3,0
2023,Kansas City Royals,90,717443,2023-07-08,Cleveland Guardians,0,6,10,0
2023,Kansas City Royals,91,717434,2023-07-09,Cleveland Guardians,0,4,1,1
2023,Kansas City Royals,92,717411,2023-07-15,Tampa Bay Rays,1,1,6,0
2023,Kansas City Royals,93,717393,2023-07-15,Tampa Bay Rays,1,2,4,0
2023,Kansas City Royals,94,717382,2023-07-16,Tampa Bay Rays,1,8,4,1
2023,Kansas City Royals,95,717368,2023-07-17,Detroit Tigers,1,2,3,0
2023,Kansas City Royals,96,717356,2023-07-18,Detroit Tigers,1,11,10,1
2023,Kansas City Royals,97,717333,2023-07-19,Detroit Tigers,1,2,3,0
2023,Kansas City Royals,98,717332,2023-07-20,Detroit Tigers,1,0,3,0
2023,Kansas City Royals,99,717318,2023-07-21,New York Yankees,0,4,5,0
2023,Kansas City Royals,100,717304,2023-07-22,New York Yankees,0,2,5,0
2023,Kansas City Royals,101,717294,2023-07-23,New York Yankees,0,5,8,0
2023,Kansas City Royals,102,717277,2023-07-24,Cleveland Guardians,0,5,3,1
2023,Kansas City Royals,103,717260,2023-07-25,Cleveland Guardians,0,1,5,0
2023,Kansas City Royals,104,717249,2023-07-26,Cleveland Guardians,0,3,8,0
2023,Kansas City Royals,105,717232,2023-07-28,Minnesota Twins,1,8,5,1
2023,Kansas City Royals,106,717207,2023-07-29,Minnesota Twins,1,10,7,1
2023,Kansas City Royals,107,717198,2023-07-30,Minnesota Twins,1,2,1,1
2023,Kansas City Royals,108,717170,2023-08-01,New York Mets,1,7,6,1
2023,Kansas City Royals,109,717156,2023-08-02,New York Mets,1,4,0,1
2023,Kansas City Royals,110,717148,2023-08-03,New York Mets,1,9,2,1
2023,Kansas City Royals,111,717140,2023-08-04,Philadelphia Phillies,0,7,5,1
2023,Kansas City Royals,112,717123,2023-08-05,Philadelphia Phillies,0,6,9,0
2023,Kansas City Royals,113,717113,2023-08-06,Philadelphia Phillies,0,4,8,0
2023,Kansas City Royals,114,717089,2023-08-07,Boston Red Sox,0,2,6,0
2023,Kansas City Royals,115,717077,2023-08-08,Boston Red Sox,0,9,3,1
2023,Kansas City Royals,116,717059,2023-08-09,Boston Red Sox,0,3,4,0
2023,Kansas City Royals,117,717051,2023-08-10,Boston Red Sox,0,0,2,0
2023,Kansas City Royals,118,717039,2023-08-11,St. Louis Cardinals,1,12,8,1
2023,Kansas City Royals,119,717019,2023-08-12,St. Louis Cardinals,1,4,5,0
2023,Kansas City Royals,120,716994,2023-08-14,Seattle Mariners,1,7,6,1
2023,Kansas City Royals,121,716981,2023-08-15,Seattle Mariners,1,8,10,0
2023,Kansas City Royals,122,716963,2023-08-16,Seattle Mariners,1,5,6,0
2023,Kansas City Royals,123,716964,2023-08-17,Seattle Mariners,1,4,6,0
2023,Kansas City Royals,124,716955,2023-08-18,Chicago Cubs,0,4,3,1
2023,Kansas City Royals,125,716937,2023-08-19,Chicago Cubs,0,4,6,0
2023,Kansas City Royals,126,716917,2023-08-20,Chicago Cubs,0,3,4,0
2023,Kansas City Royals,127,716904,2023-08-21,Oakland Athletics,0,4,6,0
2023,Kansas City Royals,128,716888,2023-08-22,Oakland Athletics,0,4,5,0
2023,Kansas City Royals,129,716884,2023-08-23,Oakland Athletics,0,4,0,1
2023,Kansas City Royals,130,716853,2023-08-25,Seattle Mariners,0,5,7,0
2023,Kansas City Royals,131,716832,2023-08-26,Seattle Mariners,0,2,15,0
2023,Kansas City Royals,132,716820,2023-08-27,Seattle Mariners,0,2,3,0
2023,Kansas City Royals,133,716811,2023-08-28,Pittsburgh Pirates,1,0,5,0
2023,Kansas City Royals,134,716793,2023-08-29,Pittsburgh Pirates,1,3,6,0
2023,Kansas City Royals,135,716780,2023-08-30,Pittsburgh Pirates,1,1,4,0
2023,Kansas City Royals,136,716764,2023-09-01,Boston Red Sox,1,13,2,1
2023,Kansas City Royals,137,716750,2023-09-02,Boston Red Sox,1,5,9,0
2023,Kansas City Royals,138,716739,2023-09-03,Boston Red Sox,1,3,7,0
2023,Kansas City Royals,139,716681,2023-09-04,Chicago White Sox,1,12,1,1
2023,Kansas City Royals,140,716704,2023-09-05,Chicago White Sox,1,7,6,1
2023,Kansas City Royals,141,716688,2023-09-06,Chicago White Sox,1,4,6,0
2023,Kansas City Royals,142,716673,2023-09-08,Toronto Blue Jays,0,4,5,0
2023,Kansas City Royals,143,716661,2023-09-09,Toronto Blue Jays,0,1,5,0
2023,Kansas City Royals,144,716641,2023-09-10,Toronto Blue Jays,0,2,5,0
2023,Kansas City Royals,145,716611,2023-09-12,Chicago White Sox,0,2,6,0
2023,Kansas City Royals,146,716631,2023-09-12,Chicago White Sox,0,11,10,1
2023,Kansas City Royals,147,716598,2023-09-13,Chicago White Sox,0,7,1,1
2023,Kansas City Royals,148,716577,2023-09-15,Houston Astros,1,4,2,1
2023,Kansas City Royals,149,716560,2023-09-16,Houston Astros,1,10,8,1
2023,Kansas City Royals,150,716547,2023-09-17,Houston Astros,1,1,7,0
2023,Kansas City Royals,151,716529,2023-09-18,Cleveland Guardians,1,6,4,1
2023,Kansas City Royals,152,716517,2023-09-19,Cleveland Guardians,1,7,6,1
2023,Kansas City Royals,153,716505,2023-09-20,Cleveland Guardians,1,6,2,1
2023,Kansas City Royals,154,716473,2023-09-22,Houston Astros,0,7,5,1
2023,Kansas City Royals,155,716455,2023-09-23,Houston Astros,0,3,2,1
2023,Kansas City Royals,156,716448,2023-09-24,Houston Astros,0,6,5,1
2023,Kansas City Royals,157,716433,2023-09-26,Detroit Tigers,0,3,6,0
2023,Kansas City Royals,158,716414,2023-09-27,Detroit Tigers,0,0,8,0
2023,Kansas City Royals,159,716401,2023-09-28,Detroit Tigers,0,3,7,0
2023,Kansas City Royals,160,716389,2023-09-29,New York Yankees,1,12,5,1
2023,Kansas City Royals,161,716375,2023-09-30,New York Yankees,1,2,5,0
2023,Kansas City Royals,162,716352,2023-10-01,New York Yankees,1,5,2,1
2023,Los Angeles Angels,1,718769,2023-03-30,Oakland Athletics,0,1,2,0
2023,Los Angeles Angels,2,718757,2023-04-01,Oakland Athletics,0,13,1,1
2023,Los Angeles Angels,3,718734,2023-04-02,Oakland Athletics,0,6,0,1
2023,Los Angeles Angels,4,718720,2023-04-03,Seattle Mariners,0,7,3,1
2023,Los Angeles Angels,5,718706,2023-04-04,Seattle Mariners,0,2,11,0
2023,Los Angeles Angels,6,718691,2023-04-05,Seattle Mariners,0,4,3,1
2023,Los Angeles Angels,7,718670,2023-04-07,Toronto Blue Jays,1,3,4,0
2023,Los Angeles Angels,8,718657,2023-04-08,Toronto Blue Jays,1,9,5,1
2023,Los Angeles Angels,9,718644,2023-04-09,Toronto Blue Jays,1,11,12,0
2023,Los Angeles Angels,10,718631,2023-04-10,Washington Nationals,1,4,6,0
2023,Los Angeles Angels,11,718614,2023-04-11,Washington Nationals,1,2,0,1
2023,Los Angeles Angels,12,718602,2023-04-12,Washington Nationals,1,3,2,1
2023,Los Angeles Angels,13,718580,2023-04-14,Boston Red Sox,0,3,5,0
2023,Los Angeles Angels,14,718576,2023-04-15,Boston Red Sox,0,7,9,0
2023,Los Angeles Angels,15,718559,2023-04-16,Boston Red Sox,0,1,2,0
2023,Los Angeles Angels,16,718540,2023-04-17,Boston Red Sox,0,5,4,1
2023,Los Angeles Angels,17,718529,2023-04-18,New York Yankees,0,5,2,1
2023,Los Angeles Angels,18,718504,2023-04-19,New York Yankees,0,2,3,0
2023,Los Angeles Angels,19,718496,2023-04-20,New York Yankees,0,3,9,0
2023,Los Angeles Angels,20,718485,2023-04-21,Kansas City Royals,1,2,0,1
2023,Los Angeles Angels,21,718466,2023-04-22,Kansas City Royals,1,8,11,0
2023,Los Angeles Angels,22,718452,2023-04-23,Kansas City Royals,1,4,3,1
2023,Los Angeles Angels,23,718437,2023-04-24,Oakland Athletics,1,10,11,0
2023,Los Angeles Angels,24,718425,2023-04-25,Oakland Athletics,1,5,3,1
2023,Los Angeles Angels,25,718408,2023-04-26,Oakland Athletics,1,11,3,1
2023,Los Angeles Angels,26,718402,2023-04-27,Oakland Athletics,1,8,7,1
2023,Los Angeles Angels,27,718386,2023-04-28,Milwaukee Brewers,0,1,2,0
2023,Los Angeles Angels,28,718376,2023-04-29,Milwaukee Brewers,0,5,7,0
2023,Los Angeles Angels,29,718365,2023-04-30,Milwaukee Brewers,0,3,0,1
2023,Los Angeles Angels,30,718338,2023-05-02,St. Louis Cardinals,0,5,1,1
2023,Los Angeles Angels,31,718320,2023-05-03,St. Louis Cardinals,0,6,4,1
2023,Los Angeles Angels,32,718311,2023-05-04,St. Louis Cardinals,0,11,7,1
2023,Los Angeles Angels,33,718294,2023-05-05,Texas Rangers,1,5,4,1
2023,Los Angeles Angels,34,718275,2023-05-06,Texas Rangers,1,1,10,0
2023,Los Angeles Angels,35,718264,2023-05-07,Texas Rangers,1,8,16,0
2023,Los Angeles Angels,36,718254,2023-05-08,Houston Astros,1,6,4,1
2023,Los Angeles Angels,37,718237,2023-05-09,Houston Astros,1,1,3,0
2023,Los Angeles Angels,38,718235,2023-05-10,Houston Astros,1,4,5,0
2023,Los Angeles Angels,39,718205,2023-05-12,Cleveland Guardians,0,5,4,1
2023,Los Angeles Angels,40,718191,2023-05-13,Cleveland Guardians,0,6,8,0
2023,Los Angeles Angels,41,718182,2023-05-14,Cleveland Guardians,0,3,4,0
2023,Los Angeles Angels,42,718171,2023-05-15,Baltimore Orioles,0,9,5,1
2023,Los Angeles Angels,43,718154,2023-05-16,Baltimore Orioles,0,3,7,0
2023,Los Angeles Angels,44,718137,2023-05-17,Baltimore Orioles,0,1,3,0
2023,Los Angeles Angels,45,718128,2023-05-18,Baltimore Orioles,0,6,5,1
2023,Los Angeles Angels,46,718106,2023-05-19,Minnesota Twins,1,5,4,1
2023,Los Angeles Angels,47,718096,2023-05-20,Minnesota Twins,1,2,6,0
2023,Los Angeles Angels,48,718080,2023-05-21,Minnesota Twins,1,4,2,1
2023,Los Angeles Angels,49,718070,2023-05-22,Boston Red Sox,1,2,1,1
2023,Los Angeles Angels,50,718053,2023-05-23,Boston Red Sox,1,4,0,1
2023,Los Angeles Angels,51,718034,2023-05-24,Boston Red Sox,1,7,3,1
2023,Los Angeles Angels,52,718015,2023-05-26,Miami Marlins,1,2,6,0
2023,Los Angeles Angels,53,717998,2023-05-27,Miami Marlins,1,5,8,0
2023,Los Angeles Angels,54,717984,2023-05-28,Miami Marlins,1,0,2,0
2023,Los Angeles Angels,55,717971,2023-05-29,Chicago White Sox,0,6,4,1
2023,Los Angeles Angels,56,717959,2023-05-30,Chicago White Sox,0,3,7,0
2023,Los Angeles Angels,57,717943,2023-05-31,Chicago White Sox,0,12,5,1
2023,Los Angeles Angels,58,717936,2023-06-01,Houston Astros,0,2,5,0
2023,Los Angeles Angels,59,717926,2023-06-02,Houston Astros,0,2,6,0
2023,Los Angeles Angels,60,717908,2023-06-03,Houston Astros,0,6,9,0
2023,Los Angeles Angels,61,717899,2023-06-04,Houston Astros,0,2,1,1
2023,Los Angeles Angels,62,717861,2023-06-06,Chicago Cubs,1,7,4,1
2023,Los Angeles Angels,63,717855,2023-06-07,Chicago Cubs,1,6,2,1
2023,Los Angeles Angels,64,717838,2023-06-08,Chicago Cubs,1,3,1,1
2023,Los Angeles Angels,65,717824,2023-06-09,Seattle Mariners,1,5,4,1
2023,Los Angeles Angels,66,717809,2023-06-10,Seattle Mariners,1,2,6,0
2023,Los Angeles Angels,67,717799,2023-06-11,Seattle Mariners,1,9,4,1
2023,Los Angeles Angels,68,717792,2023-06-12,Texas Rangers,0,9,6,1
2023,Los Angeles Angels,69,717780,2023-06-13,Texas Rangers,0,7,3,1
2023,Los Angeles Angels,70,717765,2023-06-14,Texas Rangers,0,3,6,0
2023,Los Angeles Angels,71,717751,2023-06-15,Texas Rangers,0,5,3,1
2023,Los Angeles Angels,72,717736,2023-06-16,Kansas City Royals,0,3,0,1
2023,Los Angeles Angels,73,717726,2023-06-17,Kansas City Royals,0,9,10,0
2023,Los Angeles Angels,74,717712,2023-06-18,Kansas City Royals,0,5,2,1
2023,Los Angeles Angels,75,717678,2023-06-20,Los Angeles Dodgers,1,0,2,0
2023,Los Angeles Angels,76,717662,2023-06-21,Los Angeles Dodgers,1,0,2,0
2023,Los Angeles Angels,77,717644,2023-06-23,Colorado Rockies,0,4,7,0
2023,Los Angeles Angels,78,717640,2023-06-24,Colorado Rockies,0,25,1,1
2023,Los Angeles Angels,79,717616,2023-06-25,Colorado Rockies,0,3,4,0
2023,Los Angeles Angels,80,717608,2023-06-26,Chicago White Sox,1,2,1,1
2023,Los Angeles Angels,81,717592,2023-06-27,Chicago White Sox,1,4,2,1
2023,Los Angeles Angels,82,717576,2023-06-28,Chicago White Sox,1,5,11,0
2023,Los Angeles Angels,83,717560,2023-06-29,Chicago White Sox,1,7,9,0
2023,Los Angeles Angels,84,717549,2023-06-30,Arizona Diamondbacks,1,2,6,0
2023,Los Angeles Angels,85,717533,2023-07-01,Arizona Diamondbacks,1,1,3,0
2023,Los Angeles Angels,86,717522,2023-07-02,Arizona Diamondbacks,1,5,2,1
2023,Los Angeles Angels,87,717505,2023-07-03,San Diego Padres,0,3,10,0
2023,Los Angeles Angels,88,717497,2023-07-04,San Diego Padres,0,5,8,0
2023,Los Angeles Angels,89,717478,2023-07-05,San Diego Padres,0,3,5,0
2023,Los Angeles Angels,90,717456,2023-07-07,Los Angeles Dodgers,0,4,11,0
2023,Los Angeles Angels,91,717437,2023-07-08,Los Angeles Dodgers,0,5,10,0
2023,Los Angeles Angels,92,717405,2023-07-14,Houston Astros,1,5,7,0
2023,Los Angeles Angels,93,717389,2023-07-15,Houston Astros,1,13,12,1
2023,Los Angeles Angels,94,717381,2023-07-16,Houston Astros,1,8,9,0
2023,Los Angeles Angels,95,717369,2023-07-17,New York Yankees,1,4,3,1
2023,Los Angeles Angels,96,717352,2023-07-18,New York Yankees,1,5,1,1
2023,Los Angeles Angels,97,717339,2023-07-19,New York Yankees,1,7,3,1
2023,Los Angeles Angels,98,717312,2023-07-21,Pittsburgh Pirates,1,8,5,1
2023,Los Angeles Angels,99,717297,2023-07-22,Pittsburgh Pirates,1,0,3,0
2023,Los Angeles Angels,100,717278,2023-07-23,Pittsburgh Pirates,1,7,5,1
2023,Los Angeles Angels,101,717265,2023-07-25,Detroit Tigers,0,7,6,1
2023,Los Angeles Angels,102,717243,2023-07-27,Detroit Tigers,0,6,0,1
2023,Los Angeles Angels,103,717247,2023-07-27,Detroit Tigers,0,11,4,1
2023,Los Angeles Angels,104,717235,2023-07-28,Toronto Blue Jays,0,1,4,0
2023,Los Angeles Angels,105,717222,2023-07-29,Toronto Blue Jays,0,1,6,0
2023,Los Angeles Angels,106,717201,2023-07-30,Toronto Blue Jays,0,3,2,1
2023,Los Angeles Angels,107,717187,2023-07-31,Atlanta Braves,0,4,1,1
2023,Los Angeles Angels,108,717176,2023-08-01,Atlanta Braves,0,1,5,0
2023,Los Angeles Angels,109,717165,2023-08-02,Atlanta Braves,0,5,12,0
2023,Los Angeles Angels,110,717144,2023-08-03,Seattle Mariners,1,3,5,0
2023,Los Angeles Angels,111,717130,2023-08-04,Seattle Mariners,1,7,9,0
2023,Los Angeles Angels,112,717109,2023-08-05,Seattle Mariners,1,2,3,0
2023,Los Angeles Angels,113,717101,2023-08-06,Seattle Mariners,1,2,3,0
2023,Los Angeles Angels,114,717090,2023-08-07,San Francisco Giants,1,3,8,0
2023,Los Angeles Angels,115,717068,2023-08-08,San Francisco Giants,1,7,5,1
2023,Los Angeles Angels,116,717071,2023-08-09,San Francisco Giants,1,4,1,1
2023,Los Angeles Angels,117,717037,2023-08-11,Houston Astros,0,3,11,0
2023,Los Angeles Angels,118,717022,2023-08-12,Houston Astros,0,3,11,0
2023,Los Angeles Angels,119,717004,2023-08-13,Houston Astros,0,2,1,1
2023,Los Angeles Angels,120,716997,2023-08-14,Texas Rangers,0,0,12,0
2023,Los Angeles Angels,121,716985,2023-08-15,Texas Rangers,0,3,7,0
2023,Los Angeles Angels,122,716971,2023-08-16,Texas Rangers,0,2,0,1
2023,Los Angeles Angels,123,716945,2023-08-18,Tampa Bay Rays,1,6,9,0
2023,Los Angeles Angels,124,716915,2023-08-19,Tampa Bay Rays,1,7,6,1
2023,Los Angeles Angels,125,716925,2023-08-19,Tampa Bay Rays,1,4,18,0
2023,Los Angeles Angels,126,716892,2023-08-22,Cincinnati Reds,1,3,4,0
2023,Los Angeles Angels,127,716890,2023-08-23,Cincinnati Reds,1,4,9,0
2023,Los Angeles Angels,128,716903,2023-08-23,Cincinnati Reds,1,3,7,0
2023,Los Angeles Angels,129,716855,2023-08-25,New York Mets,0,3,1,1
2023,Los Angeles Angels,130,716840,2023-08-26,New York Mets,0,5,3,1
2023,Los Angeles Angels,131,716829,2023-08-27,New York Mets,0,2,3,0
2023,Los Angeles Angels,132,716817,2023-08-28,Philadelphia Phillies,0,4,6,0
2023,Los Angeles Angels,133,716806,2023-08-29,Philadelphia Phillies,0,7,12,0
2023,Los Angeles Angels,134,716787,2023-08-30,Philadelphia Phillies,0,10,8,1
2023,Los Angeles Angels,135,716758,2023-09-01,Oakland Athletics,0,2,9,0
2023,Los Angeles Angels,136,716755,2023-09-02,Oakland Athletics,0,1,2,0
2023,Los Angeles Angels,137,716731,2023-09-03,Oakland Athletics,0,6,10,0
2023,Los Angeles Angels,138,716713,2023-09-04,Baltimore Orioles,1,3,6,0
2023,Los Angeles Angels,139,716706,2023-09-05,Baltimore Orioles,1,4,5,0
2023,Los Angeles Angels,140,716690,2023-09-06,Baltimore Orioles,1,3,10,0
2023,Los Angeles Angels,141,716684,2023-09-07,Cleveland Guardians,1,3,2,1
2023,Los Angeles Angels,142,716667,2023-09-08,Cleveland Guardians,1,3,6,0
2023,Los Angeles Angels,143,716650,2023-09-09,Cleveland Guardians,1,6,2,1
2023,Los Angeles Angels,144,716633,2023-09-10,Cleveland Guardians,1,2,1,1
2023,Los Angeles Angels,145,716623,2023-09-11,Seattle Mariners,0,8,5,1
2023,Los Angeles Angels,146,716606,2023-09-12,Seattle Mariners,0,0,8,0
2023,Los Angeles Angels,147,716602,2023-09-13,Seattle Mariners,0,2,3,0
2023,Los Angeles Angels,148,716570,2023-09-15,Detroit Tigers,1,2,11,0
2023,Los Angeles Angels,149,716554,2023-09-16,Detroit Tigers,1,4,5,0
2023,Los Angeles Angels,150,716544,2023-09-17,Detroit Tigers,1,3,5,0
2023,Los Angeles Angels,151,716524,2023-09-19,Tampa Bay Rays,0,2,6,0
2023,Los Angeles Angels,152,716501,2023-09-20,Tampa Bay Rays,0,8,3,1
2023,Los Angeles Angels,153,716498,2023-09-21,Tampa Bay Rays,0,4,5,0
2023,Los Angeles Angels,154,716475,2023-09-22,Minnesota Twins,0,6,8,0
2023,Los Angeles Angels,155,716465,2023-09-23,Minnesota Twins,0,1,0,1
2023,Los Angeles Angels,156,716445,2023-09-24,Minnesota Twins,0,3,9,0
2023,Los Angeles Angels,157,716440,2023-09-25,Texas Rangers,1,1,5,0
2023,Los Angeles Angels,158,716422,2023-09-26,Texas Rangers,1,9,3,1
2023,Los Angeles Angels,159,716420,2023-09-27,Texas Rangers,1,0,5,0
2023,Los Angeles Angels,160,716386,2023-09-29,Oakland Athletics,1,5,1,1
2023,Los Angeles Angels,161,716371,2023-09-30,Oakland Athletics,1,3,7,0
2023,Los Angeles Angels,162,716365,2023-10-01,Oakland Athletics,1,7,3,1
2023,Los Angeles Dodgers,1,718770,2023-03-30,Arizona Diamondbacks,1,8,2,1
2023,Los Angeles Dodgers,2,718765,2023-03-31,Arizona Diamondbacks,1,1,2,0
2023,Los Angeles Dodgers,3,718749,2023-04-01,Arizona Diamondbacks,1,10,1,1
2023,Los Angeles Dodgers,4,718736,2023-04-02,Arizona Diamondbacks,1,1,2,0
2023,Los Angeles Dodgers,5,718718,2023-04-03,Colorado Rockies,1,13,4,1
2023,Los Angeles Dodgers,6,718703,2023-04-04,Colorado Rockies,1,5,2,1
2023,Los Angeles Dodgers,7,718683,2023-04-06,Arizona Diamondbacks,0,5,2,1
2023,Los Angeles Dodgers,8,718671,2023-04-07,Arizona Diamondbacks,0,3,6,0
2023,Los Angeles Dodgers,9,718656,2023-04-08,Arizona Diamondbacks,0,8,12,0
2023,Los Angeles Dodgers,10,718639,2023-04-09,Arizona Diamondbacks,0,6,11,0
2023,Los Angeles Dodgers,11,718641,2023-04-10,San Francisco Giants,0,9,1,1
2023,Los Angeles Dodgers,12,718624,2023-04-11,San Francisco Giants,0,0,5,0
2023,Los Angeles Dodgers,13,718612,2023-04-12,San Francisco Giants,0,10,5,1
2023,Los Angeles Dodgers,14,718575,2023-04-14,Chicago Cubs,1,2,8,0
2023,Los Angeles Dodgers,15,718564,2023-04-15,Chicago Cubs,1,2,1,1
2023,Los Angeles Dodgers,16,718547,2023-04-16,Chicago Cubs,1,2,3,0
2023,Los Angeles Dodgers,17,718532,2023-04-17,New York Mets,1,6,8,0
2023,Los Angeles Dodgers,18,718516,2023-04-18,New York Mets,1,5,0,1
2023,Los Angeles Dodgers,19,718508,2023-04-19,New York Mets,1,3,5,0
2023,Los Angeles Dodgers,20,718499,2023-04-20,Chicago Cubs,0,6,2,1
2023,Los Angeles Dodgers,21,718491,2023-04-21,Chicago Cubs,0,0,13,0
