season,team,game_number,game_pk,date,bat_atBats,bat_baseOnBalls,bat_doubles,bat_hitByPitch,bat_hits,bat_homeRuns,bat_plateAppearances,bat_runs,bat_sacFlies,bat_stolenBases,bat_strikeOuts,bat_triples,pit_atBats,pit_baseOnBalls,pit_battersFaced,pit_earnedRuns,pit_hits,pit_homeRuns,pit_outs,pit_runs,pit_strikeOuts
2019,Minnesota Twins,73,566998,2019-06-19,35,4,1,0,9,2,39,4,0,0,10,0,35,10,46,9,12,0,27,9,6
2019,Minnesota Twins,74,565739,2019-06-20,32,1,0,0,5,1,33,1,0,0,5,0,31,1,33,4,10,0,24,4,3
2019,Minnesota Twins,75,565740,2019-06-21,40,3,1,1,13,2,44,8,0,1,10,0,33,3,38,5,7,2,27,7,4
2019,Minnesota Twins,76,565741,2019-06-22,38,2,1,1,9,3,41,5,0,0,5,0,35,5,42,3,7,0,30,3,7
2019,Minnesota Twins,77,565742,2019-06-23,36,1,2,2,9,1,39,1,0,0,9,0,34,0,34,6,11,1,24,6,6
2019,Minnesota Twins,78,566999,2019-06-25,36,2,2,1,15,2,40,9,1,0,7,0,33,1,35,4,7,1,27,4,8
2019,Minnesota Twins,79,567000,2019-06-26,34,1,1,0,10,0,35,6,0,0,8,0,32,2,36,4,6,3,27,4,9
2019,Minnesota Twins,80,567001,2019-06-27,60,5,1,0,9,0,65,2,0,0,22,0,61,6,70,5,8,0,54,5,17
2019,Minnesota Twins,81,567301,2019-06-28,33,4,0,1,9,2,38,4,0,0,7,1,35,0,35,3,9,2,24,6,5
2019,New York Mets,1,565895,2019-03-28,31,3,0,0,5,1,34,2,0,0,12,0,31,1,33,0,5,0,27,0,14
2019,New York Mets,2,565896,2019-03-30,40,5,4,0,14,0,46,11,0,0,11,1,36,3,42,4,9,1,27,8,11
2019,New York Mets,3,565897,2019-03-31,39,2,2,0,13,0,41,5,0,2,8,0,36,1,38,6,11,2,25,6,11
2019,New York Mets,4,567363,2019-04-01,36,2,2,2,10,2,40,7,0,0,16,0,35,1,36,1,9,1,27,3,7
2019,New York Mets,5,567364,2019-04-02,38,5,1,1,9,0,44,6,0,1,7,0,41,2,46,5,16,1,27,5,5
2019,New York Mets,6,567365,2019-04-03,38,3,3,0,10,1,41,6,0,0,10,1,34,3,37,4,7,0,27,4,15
2019,New York Mets,7,565990,2019-04-04,32,2,0,0,4,0,34,0,0,0,14,0,30,4,37,4,5,1,27,4,11
2019,New York Mets,8,565991,2019-04-06,32,2,2,1,11,5,35,6,0,1,10,0,32,6,39,4,7,2,27,5,11
2019,New York Mets,9,565992,2019-04-07,36,2,3,4,11,2,42,9,0,0,11,0,32,12,46,12,8,1,27,12,9
2019,New York Mets,10,565993,2019-04-09,38,7,3,0,11,4,45,8,0,0,8,0,43,2,46,11,17,6,27,14,7
2019,New York Mets,11,565994,2019-04-10,27,10,0,1,5,0,39,9,0,1,10,0,34,1,36,6,9,1,27,6,10
2019,New York Mets,12,567163,2019-04-11,33,7,0,0,7,2,41,6,0,1,9,0,36,3,39,3,9,2,27,3,14
2019,New York Mets,13,567164,2019-04-12,37,6,5,0,10,1,43,6,0,2,9,0,33,3,37,2,7,0,27,2,10
2019,New York Mets,14,567165,2019-04-13,35,5,4,0,11,0,42,7,1,0,9,0,35,7,42,11,13,2,24,11,7
2019,New York Mets,15,567166,2019-04-14,38,2,2,0,11,1,40,3,0,0,10,0,33,8,41,7,10,3,24,7,12
2019,New York Mets,16,567068,2019-04-15,44,6,2,0,12,1,50,7,0,1,11,0,42,8,50,6,12,1,33,6,16
2019,New York Mets,17,567069,2019-04-16,33,3,2,1,10,2,39,3,1,0,8,0,39,3,44,9,13,3,24,14,5
2019,New York Mets,18,567070,2019-04-17,31,2,0,2,7,1,35,2,0,1,5,0,28,3,32,3,5,2,24,3,6
2019,New York Mets,19,566574,2019-04-19,37,5,3,0,11,1,44,5,0,0,8,0,37,5,42,3,10,2,27,4,7
2019,New York Mets,20,566575,2019-04-20,31,2,0,0,4,0,33,2,0,0,5,1,32,7,41,9,10,1,24,10,2
2019,New York Mets,21,566576,2019-04-21,35,3,0,1,7,4,39,4,0,0,12,0,34,2,36,4,8,0,24,6,6
2019,New York Mets,22,565995,2019-04-22,32,2,1,2,9,1,37,5,1,2,8,0,29,2,32,1,3,1,27,1,10
2019,New York Mets,23,565996,2019-04-23,36,5,1,0,10,2,41,9,0,0,7,0,30,2,32,0,5,0,27,0,13
2019,New York Mets,24,565997,2019-04-24,32,3,0,1,6,0,36,0,0,0,9,0,38,3,44,6,10,1,27,6,10
2019,New York Mets,25,565998,2019-04-26,34,4,4,0,7,0,38,2,0,0,8,0,37,6,45,10,10,0,27,10,14
2019,New York Mets,26,565999,2019-04-27,36,3,0,1,12,2,40,6,0,0,13,0,38,6,44,8,14,2,27,8,11
2019,New York Mets,27,566000,2019-04-28,32,5,2,0,9,0,37,5,0,0,7,1,30,0,30,2,5,1,27,2,8
2019,New York Mets,28,566001,2019-04-29,33,7,3,1,6,0,41,4,0,0,10,0,32,6,41,5,9,1,27,5,6
2019,New York Mets,29,566002,2019-04-30,33,3,2,0,9,1,38,4,1,1,12,0,37,6,44,3,8,1,30,3,13
2019,New York Mets,30,566003,2019-05-01,32,1,2,0,5,0,33,0,0,0,10,0,31,3,35,1,4,1,27,1,8
2019,New York Mets,31,566004,2019-05-02,27,1,1,0,4,1,28,1,0,0,9,0,30,1,31,0,4,0,27,0,10
2019,New York Mets,32,567570,2019-05-03,32,3,1,0,7,0,35,1,0,1,12,0,33,2,35,3,10,2,24,3,4
2019,New York Mets,33,567571,2019-05-04,62,1,0,1,10,1,64,3,0,1,17,1,62,7,69,4,11,0,52,4,18
2019,New York Mets,34,567572,2019-05-05,31,1,2,0,6,1,32,2,0,0,9,0,27,1,30,3,5,1,24,3,8
2019,New York Mets,35,566293,2019-05-06,31,1,0,0,4,0,32,0,0,0,12,0,30,1,32,4,7,1,24,4,8
2019,New York Mets,36,566294,2019-05-07,37,5,5,1,12,1,44,7,1,0,12,0,37,4,41,5,12,2,27,6,9
2019,New York Mets,37,566295,2019-05-08,33,2,2,0,7,1,35,2,0,1,13,0,29,1,30,3,5,2,24,3,7
2019,New York Mets,38,566005,2019-05-10,36,8,0,2,15,3,46,11,0,0,8,0,37,3,41,2,10,0,27,2,12
2019,New York Mets,39,566006,2019-05-11,31,3,1,1,9,2,35,4,0,0,3,0,33,2,35,1,6,0,27,1,10
2019,New York Mets,40,565913,2019-05-14,34,5,1,0,8,2,39,6,0,0,5,0,30,1,32,2,5,1,27,2,9
2019,New York Mets,41,565914,2019-05-15,30,1,1,0,4,0,32,1,0,0,13,0,31,2,33,5,9,1,24,5,5
2019,New York Mets,42,565915,2019-05-16,38,2,2,0,11,1,40,6,0,0,10,0,35,5,40,7,12,1,24,7,8
2019,New York Mets,43,567382,2019-05-17,36,5,2,0,12,3,42,6,1,0,6,1,34,0,36,7,10,1,24,8,7
2019,New York Mets,44,567383,2019-05-18,26,3,1,0,1,0,29,0,0,0,9,0,29,4,33,2,5,1,24,2,10
2019,New York Mets,45,567384,2019-05-19,27,1,0,0,2,0,28,0,0,0,8,0,27,1,30,3,6,1,24,3,5
2019,New York Mets,46,566008,2019-05-20,32,4,2,1,8,2,37,5,0,0,11,0,32,5,38,3,7,1,27,3,6
2019,New York Mets,47,566009,2019-05-21,32,4,1,2,8,2,38,6,0,0,7,0,32,3,37,5,8,2,27,5,9
2019,New York Mets,48,566010,2019-05-22,32,4,4,1,7,1,37,6,0,0,11,0,30,3,33,1,3,1,27,1,10
2019,New York Mets,49,566011,2019-05-23,28,3,1,1,7,1,34,6,2,1,8,0,37,3,40,4,13,0,27,4,11
2019,New York Mets,50,566012,2019-05-24,37,2,3,0,11,5,39,8,0,0,7,0,40,3,45,9,14,2,27,9,11
2019,New York Mets,51,566013,2019-05-25,44,3,0,1,7,3,48,5,0,0,8,0,49,7,57,4,14,1,39,4,11
2019,New York Mets,52,566014,2019-05-26,30,1,1,1,8,1,32,4,0,1,8,0,33,2,35,3,6,1,27,3,13
2019,New York Mets,53,565824,2019-05-27,40,2,3,0,15,2,42,5,0,0,9,1,40,2,44,9,17,3,24,9,3
2019,New York Mets,54,565825,2019-05-28,36,6,3,0,10,2,43,7,0,1,9,1,34,5,39,3,8,1,27,3,9
2019,New York Mets,55,565826,2019-05-29,38,3,4,0,13,4,42,8,0,0,8,0,38,4,43,9,15,3,25,9,5
2019,New York Mets,56,565827,2019-05-30,31,1,1,1,4,0,33,0,0,0,9,0,31,3,34,2,9,0,24,2,7
2019,New York Mets,57,564857,2019-05-31,37,3,4,0,13,0,41,5,0,0,8,0,35,2,37,4,8,2,27,4,9
2019,New York Mets,58,564858,2019-06-01,40,2,1,0,9,2,42,5,0,0,9,0,38,3,45,6,11,1,31,6,13
2019,New York Mets,59,564859,2019-06-02,32,0,0,0,6,1,32,1,0,0,11,0,34,4,38,7,10,2,24,7,5
2019,New York Mets,60,566015,2019-06-04,38,2,0,1,10,2,41,3,0,0,9,0,43,5,48,9,14,0,30,9,9
2019,New York Mets,61,566016,2019-06-05,31,4,1,1,8,3,37,7,1,0,9,0,30,1,31,0,5,0,27,0,8
2019,New York Mets,62,566017,2019-06-06,33,4,1,1,13,3,39,7,0,1,3,0,30,1,32,3,3,2,27,3,9
2019,New York Mets,63,566018,2019-06-07,32,2,2,0,6,1,34,1,0,0,3,0,37,1,39,5,10,2,27,5,15
2019,New York Mets,64,566019,2019-06-08,31,4,2,1,9,2,36,5,0,0,10,0,33,2,38,2,7,0,27,3,15
2019,New York Mets,65,566020,2019-06-09,31,2,2,0,8,1,33,6,0,3,11,1,28,3,31,1,2,0,27,1,9
2019,New York Mets,66,567491,2019-06-11,38,0,1,0,9,1,38,5,0,0,9,0,40,3,43,8,15,3,24,12,7
2019,New York Mets,67,567492,2019-06-11,38,5,2,1,11,3,44,10,0,0,6,0,36,3,39,4,9,1,27,4,8
2019,New York Mets,68,566021,2019-06-13,34,2,1,0,6,1,37,4,1,0,15,0,37,1,39,5,10,1,30,5,10
2019,New York Mets,69,566022,2019-06-14,36,4,1,1,9,1,41,5,0,0,6,0,33,4,39,8,8,4,27,9,7
2019,New York Mets,70,566023,2019-06-15,34,3,2,3,10,2,41,8,1,1,8,0,35,4,42,6,12,1,27,7,9
2019,New York Mets,71,566024,2019-06-16,33,3,2,0,10,0,36,3,0,1,6,0,31,4,35,3,3,2,27,4,9
2019,New York Mets,72,567205,2019-06-17,32,4,1,0,7,1,36,3,0,1,5,0,40,7,47,11,16,3,24,12,5
2019,New York Mets,73,567206,2019-06-18,40,8,6,0,15,3,48,10,0,3,10,0,32,0,33,2,5,2,27,2,12
2019,New York Mets,74,567207,2019-06-19,34,2,4,0,9,0,36,2,0,2,8,0,32,5,37,7,9,2,24,7,5
2019,New York Mets,75,565161,2019-06-20,32,3,0,1,7,2,36,4,0,0,8,0,30,5,36,7,7,1,24,7,11
2019,New York Mets,76,565162,2019-06-21,33,4,1,0,7,2,37,5,0,0,11,0,33,2,35,2,6,1,27,4,6
2019,New York Mets,77,565163,2019-06-22,37,4,3,0,12,3,42,10,0,0,5,0,31,4,36,1,6,0,27,2,7
2019,New York Mets,78,565164,2019-06-23,29,3,2,0,7,2,34,3,0,0,7,0,33,2,35,5,12,1,24,5,11
2019,New York Mets,79,567099,2019-06-24,39,3,2,1,15,4,44,7,1,0,6,0,43,4,47,13,19,4,24,13,2
2019,New York Mets,80,567100,2019-06-25,38,4,2,0,12,2,43,5,1,1,6,0,33,3,37,7,8,4,24,7,7
2019,New York Mets,81,567101,2019-06-26,39,4,2,0,10,2,43,4,0,2,6,0,37,5,42,5,9,1,27,5,15
2019,New York Yankees,1,567456,2019-03-28,29,8,1,1,9,2,39,7,1,0,8,0,34,1,35,1,8,0,27,2,9
2019,New York Yankees,2,567457,2019-03-30,35,6,1,0,10,1,41,3,0,0,9,0,36,1,37,3,9,0,27,5,9
2019,New York Yankees,3,567458,2019-03-31,37,8,1,1,9,1,46,5,0,0,14,0,34,7,41,6,8,3,27,7,11
2019,New York Yankees,4,567459,2019-04-01,29,4,1,0,5,2,33,3,0,1,8,0,29,7,36,0,2,0,27,1,9
2019,New York Yankees,5,567460,2019-04-02,31,1,1,1,6,0,34,1,1,1,8,0,37,1,38,3,11,0,27,3,12
2019,New York Yankees,6,567461,2019-04-03,31,4,1,0,5,0,35,1,0,1,18,0,29,3,33,2,3,1,27,2,8
2019,New York Yankees,7,564930,2019-04-04,37,3,1,1,12,4,41,8,0,0,7,0,35,4,39,4,10,1,27,4,12
2019,New York Yankees,8,564931,2019-04-06,35,3,2,1,11,3,39,6,0,0,7,0,36,3,42,4,8,1,27,4,9
2019,New York Yankees,9,564932,2019-04-07,40,9,4,1,15,7,50,15,0,0,3,0,33,3,36,3,5,0,27,3,6
2019,New York Yankees,10,565609,2019-04-08,35,3,1,0,8,1,38,3,0,1,8,0,30,4,34,4,7,1,24,4,7
2019,New York Yankees,11,565610,2019-04-09,31,3,1,0,5,1,34,3,0,0,9,0,33,5,40,6,11,1,24,6,10
2019,New York Yankees,12,565611,2019-04-10,35,3,2,0,10,2,40,6,2,0,13,0,36,5,41,8,16,3,24,8,9
2019,New York Yankees,13,567462,2019-04-12,24,4,1,1,7,1,30,6,1,0,7,0,31,3,34,9,12,4,19,9,8
2019,New York Yankees,14,567463,2019-04-13,29,1,0,0,7,1,32,4,1,0,7,0,29,0,29,0,1,0,27,0,9
2019,New York Yankees,15,567464,2019-04-14,31,2,1,0,4,0,33,2,0,0,7,0,32,6,39,5,9,1,27,5,14
2019,New York Yankees,16,567465,2019-04-16,34,2,3,1,11,3,38,8,0,1,7,0,30,1,32,0,3,0,27,0,12
2019,New York Yankees,17,567466,2019-04-17,30,3,2,0,5,1,33,5,0,0,10,0,34,2,36,3,8,2,27,3,7
2019,New York Yankees,18,567467,2019-04-18,30,3,0,0,4,0,34,1,1,0,10,0,36,1,39,6,11,2,27,6,14
2019,New York Yankees,19,567468,2019-04-19,28,5,2,1,8,2,35,6,1,1,3,0,31,6,37,1,5,0,27,2,11
2019,New York Yankees,20,567469,2019-04-20,38,4,3,0,14,4,42,9,0,0,7,0,31,4,35,2,6,2,27,2,8
2019,New York Yankees,21,567470,2019-04-21,39,3,3,1,12,1,44,7,0,0,9,0,39,3,42,6,10,2,30,6,20
2019,New York Yankees,22,564745,2019-04-22,46,5,2,0,5,1,53,4,2,2,14,0,46,6,53,3,7,1,42,3,11
2019,New York Yankees,23,564746,2019-04-23,41,5,1,0,14,3,46,7,0,1,10,1,34,3,37,4,8,1,27,5,6
2019,New York Yankees,24,564747,2019-04-24,33,4,1,0,7,0,38,6,1,2,13,0,34,2,37,4,8,3,27,5,5
2019,New York Yankees,25,564748,2019-04-25,35,7,0,1,9,1,43,5,0,5,8,0,32,7,39,10,9,2,24,11,5
2019,New York Yankees,26,566481,2019-04-26,38,1,4,0,15,1,41,7,0,0,7,0,31,7,39,3,5,0,27,3,14
2019,New York Yankees,27,566482,2019-04-27,31,5,3,1,8,1,38,6,0,1,8,0,36,0,36,4,9,2,27,4,5
2019,New York Yankees,28,566483,2019-04-28,40,5,0,1,14,2,46,11,0,1,11,0,34,3,37,5,6,1,27,5,10
2019,New York Yankees,29,564845,2019-04-30,30,1,2,0,5,0,31,1,0,0,9,0,29,3,33,3,7,1,24,3,7
2019,New York Yankees,30,564846,2019-05-01,32,5,2,0,7,1,37,2,0,0,3,0,29,2,31,3,5,1,24,3,10
2019,New York Yankees,31,567471,2019-05-03,29,2,0,2,8,2,34,6,0,0,9,0,30,4,35,2,4,1,27,3,8
2019,New York Yankees,32,567472,2019-05-04,32,4,1,0,7,1,36,3,0,0,9,0,39,2,42,6,12,3,27,7,5
2019,New York Yankees,33,567473,2019-05-05,26,6,0,0,6,1,32,4,0,0,11,0,28,4,33,1,4,0,24,1,10
2019,New York Yankees,34,567474,2019-05-06,31,1,2,0,9,3,32,7,0,0,5,1,34,4,38,3,7,2,27,3,11
2019,New York Yankees,35,567475,2019-05-07,33,3,1,1,9,1,37,5,0,1,6,0,36,2,39,2,10,1,27,4,5
2019,New York Yankees,36,567476,2019-05-08,30,1,1,0,5,0,32,1,1,0,4,0,39,4,45,10,14,3,27,10,11
2019,New York Yankees,37,567477,2019-05-09,33,1,2,0,9,0,34,3,0,1,4,0,27,4,32,1,2,1,27,1,11
2019,New York Yankees,38,566683,2019-05-10,34,2,1,1,7,0,37,4,0,1,12,0,33,4,37,3,8,2,27,3,11
2019,New York Yankees,39,566684,2019-05-11,29,1,2,2,5,1,32,2,0,0,6,0,33,5,38,7,10,3,24,7,6
2019,New York Yankees,40,566685,2019-05-12,34,5,3,0,9,1,41,7,1,0,17,0,34,0,34,1,7,1,27,1,12
2019,New York Yankees,41,567480,2019-05-15,32,1,0,0,7,4,33,5,0,0,6,0,33,0,33,3,7,2,27,3,10
2019,New York Yankees,42,567478,2019-05-15,31,2,2,0,7,1,33,3,0,0,10,0,32,1,34,1,7,0,27,1,12
2019,New York Yankees,43,567481,2019-05-17,35,1,2,0,9,2,36,4,0,1,8,0,37,3,40,2,10,1,27,3,8
2019,New York Yankees,44,567482,2019-05-18,38,2,0,0,8,0,40,1,0,0,15,0,40,0,40,2,6,2,33,2,12
2019,New York Yankees,45,567483,2019-05-19,36,9,2,0,10,3,45,13,0,1,9,1,33,5,40,5,7,3,27,5,12
2019,New York Yankees,46,564952,2019-05-20,36,4,1,0,11,3,41,10,1,0,5,0,38,5,46,7,13,2,27,7,8
2019,New York Yankees,47,564953,2019-05-21,38,4,1,0,12,3,42,11,0,0,10,0,35,1,37,3,8,1,27,4,6
2019,New York Yankees,48,564954,2019-05-22,39,4,3,0,13,5,43,7,0,0,6,0,34,4,40,4,7,2,27,5,13
2019,New York Yankees,49,564955,2019-05-23,33,6,1,0,8,2,39,6,0,1,8,0,34,3,37,5,8,1,27,5,8
2019,New York Yankees,50,565728,2019-05-25,36,3,2,0,10,1,40,7,1,1,10,1,33,0,33,3,6,1,27,3,11
2019,New York Yankees,51,565727,2019-05-25,35,7,1,1,10,0,43,6,0,1,7,0,33,2,36,4,9,0,27,5,7
2019,New York Yankees,52,565729,2019-05-26,40,4,1,0,11,1,44,7,0,0,7,0,44,3,47,8,14,4,29,8,11
2019,New York Yankees,53,567484,2019-05-27,31,4,2,0,7,3,35,5,0,0,12,0,32,1,33,2,6,0,27,2,11
2019,New York Yankees,54,567485,2019-05-28,34,2,0,1,8,1,37,4,0,0,7,0,35,5,42,4,10,1,27,5,11
2019,New York Yankees,55,567486,2019-05-29,34,2,0,1,10,4,38,7,1,2,9,1,31,3,34,0,4,0,27,0,10
2019,New York Yankees,56,567488,2019-05-31,30,2,2,0,8,1,32,4,0,0,13,0,30,3,33,1,5,1,27,1,9
2019,New York Yankees,57,567489,2019-06-01,35,1,0,1,11,1,37,5,0,0,10,0,36,4,40,3,11,1,27,3,14
2019,New York Yankees,58,567490,2019-06-02,32,3,0,0,8,1,37,5,2,0,9,0,38,1,39,8,13,2,27,8,8
2019,New York Yankees,59,566892,2019-06-04,34,7,3,0,8,2,41,3,0,0,10,0,31,2,34,4,8,2,24,4,5
2019,New York Yankees,60,566893,2019-06-05,36,4,0,0,9,2,40,7,0,0,9,0,35,6,42,8,10,4,24,11,7
2019,New York Yankees,61,566894,2019-06-06,36,4,3,0,8,2,40,6,0,0,7,0,34,0,34,2,8,1,27,2,4
2019,New York Yankees,62,565348,2019-06-07,31,1,1,0,6,1,32,2,0,0,8,0,29,2,32,5,7,2,24,5,7
2019,New York Yankees,63,565349,2019-06-08,32,2,2,0,5,1,35,4,1,0,5,0,32,2,36,8,12,3,24,8,8
2019,New York Yankees,64,565350,2019-06-09,38,9,5,0,11,1,48,7,1,0,13,0,38,3,41,5,7,3,30,6,10
2019,New York Yankees,65,567491,2019-06-11,40,3,5,0,15,3,43,12,0,1,7,1,38,0,38,4,9,1,27,5,9
2019,New York Yankees,66,567492,2019-06-11,36,3,0,0,9,1,39,4,0,0,8,0,38,5,44,9,11,3,27,10,6
2019,New York Yankees,67,567297,2019-06-13,35,2,1,0,9,1,37,4,0,0,12,0,30,7,37,5,7,2,24,5,7
2019,New York Yankees,68,567298,2019-06-14,32,5,1,0,7,1,37,2,0,0,8,0,37,4,41,8,15,2,24,10,5
2019,New York Yankees,69,567299,2019-06-15,34,7,2,0,10,2,42,8,1,1,7,0,36,0,36,4,10,1,27,4,16
2019,New York Yankees,70,567300,2019-06-16,38,6,2,1,12,1,45,10,0,0,8,0,35,2,38,3,9,2,27,3,10
2019,New York Yankees,71,567493,2019-06-17,31,2,1,0,8,2,33,3,0,0,9,0,28,1,29,0,2,0,27,0,10
2019,New York Yankees,72,567494,2019-06-18,34,2,1,0,11,2,37,6,1,0,8,0,35,2,37,3,9,0,27,3,10
2019,New York Yankees,73,567495,2019-06-19,32,7,1,1,9,2,40,12,0,1,7,0,31,4,35,1,3,0,27,1,12
2019,New York Yankees,74,567496,2019-06-20,36,5,2,0,12,4,41,10,0,1,10,0,39,2,42,6,12,4,27,6,7
2019,New York Yankees,75,567497,2019-06-21,31,0,2,0,8,2,31,4,0,0,12,0,33,7,40,1,7,0,27,1,11
2019,New York Yankees,76,567498,2019-06-22,30,4,0,0,7,2,35,7,0,0,12,0,37,6,43,5,11,2,27,5,3
2019,New York Yankees,77,567499,2019-06-23,32,2,0,0,6,1,34,4,0,0,11,1,38,2,40,9,14,4,27,9,7
2019,New York Yankees,78,567500,2019-06-24,37,7,2,0,13,2,44,10,0,0,7,0,40,2,43,7,14,2,27,8,14
2019,New York Yankees,79,567501,2019-06-25,31,2,0,1,10,4,34,4,0,0,4,1,33,0,35,3,7,0,27,3,12
2019,New York Yankees,80,567502,2019-06-26,40,3,2,0,16,2,44,8,1,0,10,0,36,4,40,7,13,3,27,7,9
2019,New York Yankees,81,565067,2019-06-29,45,6,7,0,19,3,51,17,0,0,11,0,43,6,50,13,18,3,27,13,5
2019,Oakland Athletics,1,566083,2019-03-20,35,3,3,0,9,3,38,7,0,0,8,0,31,6,41,9,7,2,27,9,10
2019,Oakland Athletics,2,566084,2019-03-21,46,6,1,0,10,0,52,4,0,0,10,0,43,5,51,5,9,2,36,5,9
2019,Oakland Athletics,3,566086,2019-03-28,30,1,1,0,7,2,32,4,1,1,4,1,28,4,33,0,3,0,27,0,3
2019,Oakland Athletics,4,566087,2019-03-29,32,4,1,0,7,1,36,2,0,0,5,0,35,4,39,6,10,0,27,6,3
2019,Oakland Athletics,5,566088,2019-03-30,31,2,0,1,7,1,34,4,0,0,6,0,33,2,36,1,6,0,27,2,7
2019,Oakland Athletics,6,566089,2019-03-31,31,3,1,0,7,1,34,2,0,0,6,0,29,1,31,1,3,1,27,1,8
2019,Oakland Athletics,7,566090,2019-04-01,34,2,1,0,9,4,36,7,0,0,11,0,29,2,31,0,4,0,27,0,11
2019,Oakland Athletics,8,566091,2019-04-02,26,3,0,1,3,1,30,1,0,0,4,0,33,1,34,0,7,0,27,0,9
2019,Oakland Athletics,9,566092,2019-04-03,32,5,0,2,5,1,39,3,0,1,7,0,36,2,39,5,9,1,27,6,7
2019,Oakland Athletics,10,566093,2019-04-04,36,4,3,0,13,1,40,7,0,1,5,0,34,5,40,3,10,1,27,3,7
2019,Oakland Athletics,11,565606,2019-04-05,33,3,1,0,7,0,36,2,0,1,7,0,32,4,36,3,9,1,24,3,9
2019,Oakland Athletics,12,565607,2019-04-06,32,4,1,0,6,0,36,0,0,0,7,0,34,2,36,6,11,3,24,6,4
2019,Oakland Athletics,13,565608,2019-04-07,37,2,3,1,11,3,40,8,0,1,5,0,38,8,47,9,14,2,26,9,8
2019,Oakland Athletics,14,564933,2019-04-08,37,2,0,0,11,2,39,4,0,1,4,0,37,3,42,12,15,2,24,12,5
2019,Oakland Athletics,15,564934,2019-04-09,40,3,2,1,14,2,45,13,1,0,9,0,32,1,33,2,7,0,27,2,6
2019,Oakland Athletics,16,564935,2019-04-10,39,2,3,1,13,5,42,10,0,0,4,0,31,3,34,3,4,2,27,3,4
2019,Oakland Athletics,17,564936,2019-04-11,37,1,2,1,11,5,40,8,1,0,12,0,32,5,38,5,4,1,27,5,7
2019,Oakland Athletics,18,566769,2019-04-12,36,2,2,0,11,2,38,8,0,0,9,0,36,1,37,6,10,2,27,6,12
2019,Oakland Athletics,19,566771,2019-04-14,35,3,2,1,10,2,39,7,0,1,10,0,33,3,38,7,8,1,24,8,4
2019,Oakland Athletics,20,566094,2019-04-16,28,4,0,1,4,0,34,1,1,0,9,0,35,8,46,9,9,3,27,9,7
2019,Oakland Athletics,21,566095,2019-04-17,27,2,2,1,4,1,30,2,0,0,1,0,31,3,35,1,4,0,27,1,10
2019,Oakland Athletics,22,566096,2019-04-19,33,2,2,0,6,0,35,1,0,0,8,0,33,3,36,5,7,1,27,5,10
2019,Oakland Athletics,23,566097,2019-04-20,31,2,1,0,6,0,34,1,1,0,7,0,40,3,46,10,15,3,27,10,12
2019,Oakland Athletics,24,566098,2019-04-21,30,5,1,1,7,0,37,4,1,0,6,0,37,2,41,4,13,1,27,5,9
2019,Oakland Athletics,25,566099,2019-04-22,29,3,2,0,7,1,34,6,2,0,5,0,32,5,38,1,6,0,27,1,13
2019,Oakland Athletics,26,566100,2019-04-23,38,6,3,1,14,1,45,11,0,1,7,1,39,2,42,5,14,1,27,5,9
2019,Oakland Athletics,27,566101,2019-04-24,35,6,1,0,11,2,41,6,0,1,7,0,32,3,36,5,7,3,27,5,11
2019,Oakland Athletics,28,566876,2019-04-26,32,2,1,0,5,1,34,2,0,0,10,0,33,1,35,4,8,2,26,4,6
2019,Oakland Athletics,29,566877,2019-04-27,31,5,2,0,4,0,36,1,0,0,7,0,34,5,41,7,12,0,24,7,9
2019,Oakland Athletics,30,566878,2019-04-28,38,9,2,1,6,0,49,4,1,0,13,0,45,2,47,5,11,2,32,5,11
2019,Oakland Athletics,31,565040,2019-04-29,33,7,1,0,8,0,40,4,0,1,10,0,35,5,41,3,12,0,24,9,6
2019,Oakland Athletics,32,565041,2019-04-30,30,3,1,0,3,1,33,1,0,0,9,0,32,3,35,4,7,2,24,5,7
2019,Oakland Athletics,33,565042,2019-05-01,34,0,3,1,7,0,35,3,0,0,9,0,29,4,38,7,9,2,24,7,5
2019,Oakland Athletics,34,566193,2019-05-03,43,6,3,1,16,2,50,14,0,0,7,0,36,2,38,1,7,0,27,1,8
2019,Oakland Athletics,35,566194,2019-05-04,36,2,2,0,10,0,38,4,0,0,8,2,35,4,40,6,12,2,24,6,8
2019,Oakland Athletics,36,566195,2019-05-05,46,6,2,1,9,0,53,3,0,1,8,0,43,3,47,5,8,1,37,5,12
2019,Oakland Athletics,37,566102,2019-05-07,29,1,1,0,5,1,30,2,0,1,11,0,27,2,29,0,0,0,27,0,6
2019,Oakland Athletics,38,566103,2019-05-08,44,7,0,0,11,2,51,5,0,0,13,0,45,7,53,4,8,0,39,4,7
2019,Oakland Athletics,39,566104,2019-05-09,31,4,3,0,6,0,35,0,0,0,6,0,32,1,33,3,8,2,27,3,11
2019,Oakland Athletics,40,566105,2019-05-10,41,6,2,1,10,2,48,4,0,1,6,0,42,2,46,3,10,0,36,3,12
2019,Oakland Athletics,41,566106,2019-05-11,29,4,0,0,4,0,34,3,0,1,11,1,34,3,38,2,10,1,27,2,10
2019,Oakland Athletics,42,566107,2019-05-12,32,3,0,0,7,1,35,3,0,0,7,0,30,5,36,5,7,1,27,5,6
2019,Oakland Athletics,43,566390,2019-05-13,40,6,1,0,10,5,46,5,0,0,11,0,35,6,42,6,7,2,29,6,8
2019,Oakland Athletics,44,566391,2019-05-14,33,3,1,0,6,0,36,3,0,0,11,0,30,3,33,4,7,3,24,4,9
