play_id,qtr,time,posteam,defteam,down,ydstogo,yardline_100,score_differential,play_type,desc,epa,wpa,wp
40,1,15:00,SEA,NE,,0,35,0,kickoff,"36-A.Borregales kicks 65 yards from NE 35 to end zone, Touchback to the SEA 35.",0.5022,0.01545,0.4332
57,1,15:00,SEA,NE,1,10,65,0,run,(15:00) 9-K.Walker left end pushed ob at SEA 45 for 10 yards (7-C.Davis).,0.8521,0.01377,0.4487
84,1,14:29,SEA,NE,1,10,55,0,run,(14:29) 9-K.Walker right tackle to SEA 45 for no gain (90-C.Barmore).,-0.5092,-0.01817,0.4624
106,1,13:50,SEA,NE,2,10,55,0,pass,(13:50) (Shotgun) 14-S.Darnold pass short left to 88-A.Barner to NE 40 for 15 yards (31-C.Woodson).,1.6488,0.06794,0.4443
131,1,13:25,SEA,NE,1,10,40,0,pass,(13:25) (No Huddle) 14-S.Darnold pass deep left to 10-C.Kupp pushed ob at NE 17 for 23 yards (25-M.Jones).,1.5492,0.04788,0.5122
161,1,12:58,SEA,NE,1,10,17,0,pass,"(12:58) (No Huddle, Shotgun) 14-S.Darnold pass incomplete deep left.",-0.4883,-0.01539,0.5601
184,1,12:51,SEA,NE,2,10,17,0,run,(12:51) 9-K.Walker right tackle to NE 14 for 3 yards (33-A.Jennings).,-0.5132,-0.01197,0.5447
206,1,12:06,SEA,NE,3,7,14,0,pass,(12:06) (Shotgun) 14-S.Darnold pass incomplete short left to 22-R.Shaheed.,-1.0188,-0.04717,0.5327
229,1,12:02,SEA,NE,4,7,14,0,field_goal,"(12:02) 5-J.Myers 33 yard field goal is GOOD, Center-41-C.Stoll, Holder-4-M.Dickson.",0.207,-0.00177,0.4856
249,1,11:58,NE,SEA,,0,35,-3,kickoff,5-J.Myers kicks 65 yards from SEA 35 to NE 0. 34-D.Johnson to NE 28 for 28 yards (83-D.Young).,0.12,0.0069,0.5162
279,1,11:52,NE,SEA,1,10,72,-3,run,(11:52) 38-R.Stevenson up the middle to NE 34 for 6 yards (13-E.Jones).,0.2763,0.00869,0.5231
301,1,11:21,NE,SEA,2,4,66,-3,run,(11:21) 38-R.Stevenson up the middle to NE 36 for 2 yards (13-E.Jones; 42-D.Thomas).,-0.3697,-0.00715,0.5318
323,1,10:40,NE,SEA,3,2,64,-3,pass,(10:40) (Shotgun) 10-D.Maye pass short left to 38-R.Stevenson ran ob at NE 43 for 7 yards (42-D.Thomas) [7-U.Nwosu].,1.1477,0.02436,0.5247
353,1,10:04,NE,SEA,1,10,57,-3,pass,(10:04) 10-D.Maye pass short left to 3-D.Douglas to SEA 49 for 8 yards (13-E.Jones).,0.5783,0.01424,0.549
378,1,09:28,NE,SEA,2,2,49,-3,run,(9:28) 38-R.Stevenson right tackle to SEA 45 for 4 yards (8-C.Bryant).,0.245,0.00916,0.5633
400,1,08:51,NE,SEA,1,10,45,-3,pass,(8:51) (Shotgun) 10-D.Maye sacked at NE 45 for -10 yards (58-D.Hall).,-1.5211,-0.04921,0.5724
420,1,08:09,NE,SEA,2,20,55,-3,run,(8:09) (Shotgun) 10-D.Maye scrambles right tackle to SEA 44 for 11 yards (3-N.Emmanwori).,0.1123,0.02448,0.5232
442,1,07:23,NE,SEA,3,9,44,-3,pass,(7:23) (Shotgun) 10-D.Maye pass incomplete deep right [21-D.Witherspoon].,-1.7655,-0.02387,0.5477
465,1,07:18,NE,SEA,4,9,44,-3,punt,"(7:18) 17-B.Baringer punts 34 yards to SEA 10, Center-47-J.Ashby, fair catch by 22-R.Shaheed.",0.4901,-0.04758,0.5238
485,1,07:11,SEA,NE,1,10,90,3,pass,(7:11) (Shotgun) 14-S.Darnold pass incomplete short left to 11-J.Smith-Njigba (31-C.Woodson) [33-A.Jennings].,-0.5386,-0.02022,0.5238
515,1,07:06,SEA,NE,2,10,90,3,pass,(7:06) (Shotgun) 14-S.Darnold pass short left to 11-J.Smith-Njigba to SEA 14 for 4 yards (7-C.Davis).,-0.3715,-0.00182,0.5035
540,1,06:22,SEA,NE,3,6,86,3,pass,(6:22) (Shotgun) 14-S.Darnold pass incomplete deep left to 11-J.Smith-Njigba [21-J.Hawkins].,-1.2388,-0.03514,0.5017
563,1,06:15,SEA,NE,4,6,86,3,punt,"(6:15) 4-M.Dickson punts 50 yards to NE 36, Center-41-C.Stoll, fair catch by 25-M.Jones.",0.7395,-0.00722,0.4666
583,1,06:07,NE,SEA,1,10,64,-3,pass,(6:07) 74-T.Munford reported in as eligible. 10-D.Maye pass deep left to 9-K.Boutte to SEA 43 for 21 yards (20-J.Love).,1.2767,0.05522,0.5407
617,1,05:33,NE,SEA,1,10,43,-3,run,(5:33) (Shotgun) 32-T.Henderson up the middle to SEA 46 for -3 yards (13-E.Jones).,-0.9973,-0.04818,0.5959
639,1,04:53,NE,SEA,2,13,46,-3,pass,(4:53) (Shotgun) 10-D.Maye pass short left to 32-T.Henderson to SEA 48 for -2 yards (29-J.Jobe).,-1.1634,-0.03583,0.5477
664,1,04:15,NE,SEA,3,15,48,-3,pass,(4:15) (Shotgun) 10-D.Maye sacked at NE 42 for -10 yards (21-D.Witherspoon).,-1.5874,-0.03923,0.5119
684,1,03:39,NE,SEA,4,25,58,-3,punt,"(3:39) 17-B.Baringer punts 51 yards to SEA 7, Center-47-J.Ashby. 22-R.Shaheed to SEA 13 for 6 yards (24-D.Pettus).",0.8674,-0.00832,0.4726
710,1,03:29,SEA,NE,1,10,87,3,run,(3:29) 9-K.Walker right tackle to SEA 15 for 2 yards (90-C.Barmore; 51-J.Gibbens).,-0.4768,-0.01313,0.5357
739,1,02:51,SEA,NE,2,8,85,3,run,(2:51) 9-K.Walker left tackle to SEA 16 for 1 yard (90-C.Barmore).,-0.4873,-0.02095,0.5225
761,1,02:07,SEA,NE,3,7,84,3,pass,(2:07) (Shotgun) 14-S.Darnold pass short right to 88-A.Barner to SEA 28 for 12 yards (25-M.Jones).,1.976,0.05552,0.5016
786,1,01:25,SEA,NE,1,10,72,3,run,(1:25) 22-R.Shaheed left end to SEA 23 for -5 yards (31-C.Woodson).,-1.2805,-0.03637,0.5571
808,1,00:40,SEA,NE,2,15,77,3,pass,(:40) (Shotgun) 14-S.Darnold pass incomplete short left to 11-J.Smith-Njigba (33-A.Jennings).,-0.81,-0.02352,0.5207
831,1,00:37,SEA,NE,3,15,77,3,pass,(:37) (Shotgun) 14-S.Darnold pass incomplete deep left to 11-J.Smith-Njigba.,-0.9722,-0.03899,0.4972
854,1,00:32,SEA,NE,4,15,77,3,punt,"(:32) 4-M.Dickson punts 45 yards to NE 32, Center-41-C.Stoll. 25-M.Jones to NE 32 for no gain (42-D.Thomas).",0.6488,0.0207,0.4582
880,1,00:19,NE,SEA,1,10,68,-3,run,(:19) 38-R.Stevenson right tackle to NE 37 for 5 yards (90-J.Reed; 42-D.Thomas).,-0.0065,0.00382,0.5211
922,2,15:00,NE,SEA,2,5,63,-3,pass,(15:00) (Shotgun) 10-D.Maye pass incomplete short middle to 85-H.Henry.,-0.8583,-0.03351,0.5249
950,2,14:55,NE,SEA,3,5,63,-3,run,(14:55) (Shotgun) 38-R.Stevenson up the middle to NE 37 for no gain (90-J.Reed; 99-L.Williams).,-1.3664,-0.02697,0.4914
972,2,14:18,NE,SEA,4,5,63,-3,punt,"(14:18) 17-B.Baringer punts 39 yards to SEA 24, Center-47-J.Ashby, fair catch by 22-R.Shaheed.",0.1514,-0.01663,0.4644
992,2,14:10,SEA,NE,1,10,76,3,pass,(14:10) (Shotgun) 14-S.Darnold pass incomplete deep middle to 22-R.Shaheed (0-C.Gonzalez).,-0.5578,-0.0182,0.5522
1015,2,14:04,SEA,NE,2,10,76,3,run,(14:04) (Shotgun) 9-K.Walker left end pushed ob at NE 46 for 30 yards (25-M.Jones).,2.6196,0.07742,0.534
